Local time in Monte Real (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.02.2017 21:00,"10,5","740,4","745,5","0,2",93,Wind blowing from the north,1,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,4",8,12,,,,
12.02.2017 18:00,"11,4","740,2","745,3","0,7",91,Wind blowing from the west,2,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Rain.,,"14,1","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,9","0,2",3,,,,
12.02.2017 15:00,"13,6","739,5","744,5","0,0",79,Wind blowing from the south-west,3,,,70 – 80%.,Clouds generally forming or developing.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","9,9",3,3,,,,
12.02.2017 12:00,"11,6","739,5","744,6","-0,2",92,Wind blowing from the south,3,,,"90 or more, but not 100%","Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",200-300,,,"8,0","10,4",4,3,,,,
12.02.2017 09:00,"9,1","739,7","744,8","-0,8",92,Wind blowing from the east-northeast,2,,,"90 or more, but not 100%","Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","7,8",,,,,,
12.02.2017 06:00,"8,8","740,5","745,6","-2,1",92,Wind blowing from the north-northeast,3,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"8,8",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","7,5","0,7",3,,,,
12.02.2017 03:00,"9,5","742,6","747,7","-2,0",86,Wind blowing from the east-northeast,3,,,"90 or more, but not 100%","Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","7,2","0,5",3,,,,
12.02.2017 00:00,"11,0","744,6","749,7","-1,9",70,Wind blowing from the east,3,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","5,7","0,3",3,,,,
11.02.2017 21:00,"11,6","746,5","751,6","-0,7",62,Wind blowing from the south-southeast,3,,,"90 or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","4,6",Trace of precipitation,12,,,,
11.02.2017 18:00,"12,9","747,2","752,3","-1,3",55,Wind blowing from the north-east,4,,12,"90 or more, but not 100%",,,,,"14,1",Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","4,0",No precipitation,3,,,,
11.02.2017 15:00,"13,5","748,5","753,6","-1,9",55,Wind blowing from the east,5,,12,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","15,0","4,6",No precipitation,3,,,,
11.02.2017 12:00,"12,6","750,4","755,5","-1,1",55,Wind blowing from the east-southeast,7,,13,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","3,6",No precipitation,3,,,,
11.02.2017 09:00,"7,7","751,5","756,7","0,6",76,Wind blowing from the east,2,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","3,7",,,,,,
11.02.2017 06:00,"7,0","750,9","756,1","-0,8",76,Wind blowing from the east,4,,,70 – 80%.,,,,"5,2",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","3,1",No precipitation,3,,,,
11.02.2017 03:00,"5,5","751,7","757,0","-0,3",79,Wind blowing from the south-east,3,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","2,1",No precipitation,3,,,,
11.02.2017 00:00,"5,7","752,0","757,3","0,4",80,Wind blowing from the south-east,3,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","2,4",No precipitation,3,,,,
10.02.2017 21:00,"7,0","751,6","756,8","0,8",78,Wind blowing from the south-east,4,,9,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","3,4",No precipitation,12,,,,
10.02.2017 18:00,"9,0","750,8","756,0","0,2",65,Wind blowing from the south-southeast,6,,10,"90 or more, but not 100%",,,,,"11,1","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","2,8",No precipitation,3,,,,
10.02.2017 15:00,"10,7","750,6","755,8","-1,6",63,Wind blowing from the south-southeast,7,,10,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","3,9",No precipitation,3,,,,
10.02.2017 12:00,"9,7","752,2","757,4","0,2",70,Wind blowing from the south-southeast,8,,12,"90 or more, but not 100%",Clouds generally forming or developing.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","4,4",No precipitation,3,,,,
10.02.2017 09:00,"6,4","752,0",,"0,2",89,Wind blowing from the south-southeast,4,,,60%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","4,7",,,,,,
10.02.2017 06:00,"5,2","751,8","757,0","-0,7",91,Wind blowing from the south-southeast,3,,,60%.,State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"5,2",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","3,9",No precipitation,3,,,,
10.02.2017 03:00,"6,1","752,5","757,7","-0,8",88,Wind blowing from the south-southeast,3,,,60%.,Rain (not freezing) not falling as shower(s).,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","4,2",2,3,,,,
10.02.2017 00:00,"7,0","753,3","758,5","-0,7",92,Wind blowing from the south-east,3,,,100%.,Shower(s) of rain.,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,Altocumulus translucidus at a single level.,,"10,0","5,8",3,3,,,,
09.02.2017 21:00,"7,3","754,0","759,3","-1,2",91,Wind blowing from the south-southeast,4,,,70 – 80%.,Drizzle (not freezing) or snow grains not falling as shower(s).,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","5,9",12,12,,,,
09.02.2017 18:00,"9,1","755,2","760,3","1,0",89,Wind blowing from the west,5,,14,100%.,"Rain, not freezing, continuous, slight at time of observation.",Shower(s).,Rain.,,"14,7","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"6,0","7,4",7,3,,,,
09.02.2017 15:00,"14,0","754,2","759,3","-3,3",47,Wind blowing from the south,8,,13,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","15,0","2,9",No precipitation,3,,,,
09.02.2017 12:00,"12,2","757,5","762,7","-1,7",46,Wind blowing from the south-southeast,6,,,"90 or more, but not 100%",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","15,0","0,9",No precipitation,3,,,,
09.02.2017 09:00,"8,2","759,2","764,5","-1,4",54,Wind blowing from the south-east,8,,11,"90 or more, but not 100%",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","12,0","-0,7",,,,,,
09.02.2017 06:00,"6,2","760,6","766,0","-1,8",68,Wind blowing from the south-east,5,,,50%.,,,,"2,5",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","0,6",No precipitation,3,,,,
09.02.2017 03:00,"3,0","762,4","767,8","-1,5",92,Wind blowing from the south,1,,,60%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","7,0","1,8",No precipitation,3,,,,
09.02.2017 00:00,"3,9","763,9","769,2","-1,2",93,Wind blowing from the south-southeast,2,,,50%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","8,0","2,8",No precipitation,3,,,,
08.02.2017 21:00,"5,6","765,1","770,5","-0,8",82,Wind blowing from the north,1,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","2,7",No precipitation,12,,,,
08.02.2017 18:00,"10,0","765,9","771,1",,63,Wind blowing from the north-northwest,3,,,40%.,,,,,"13,3","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","3,2",No precipitation,3,,,,
08.02.2017 12:00,"10,9","768,7","773,9","0,0",49,Wind blowing from the north-east,4,,,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","12,0","0,6",No precipitation,3,,,,
08.02.2017 09:00,"4,8","768,7","774,1","0,4",91,variable wind direction,1,,,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","3,5",,,,,,
08.02.2017 06:00,"4,7","768,3","773,7","-0,5",84,Wind blowing from the north,1,,,"10% or less, but not 0",,,,"4,7",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","2,2",No precipitation,3,,,,
08.02.2017 03:00,"7,5","768,8","774,1","0,3",74,Wind blowing from the north-northeast,4,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","3,2",No precipitation,3,,,,
08.02.2017 00:00,"8,5","768,5","773,8","0,5",78,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","4,9",No precipitation,3,,,,
07.02.2017 21:00,"10,8","768,0","773,2","0,8",73,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,1",No precipitation,12,,,,
07.02.2017 18:00,"12,4","767,2","772,5","0,7",67,Wind blowing from the north,7,,12,20–30%.,,,,,"14,7","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,4",No precipitation,3,,,,
07.02.2017 15:00,"13,6","766,5","771,7","-0,1",60,Wind blowing from the north,11,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,0",No precipitation,3,,,,
07.02.2017 12:00,"14,0","766,6","771,7","1,0",73,Wind blowing from the north,8,,,60%.,Clouds generally dissolving or becoming less developed.,Rain.,Drizzle.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,1",No precipitation,3,,,,
07.02.2017 09:00,"12,0","765,6","770,8","1,6",93,Wind blowing from the north,5,,14,100%.,Rain (not freezing) not falling as shower(s).,Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"7,0","10,9",,,,,,
07.02.2017 06:00,"14,3","764,0","769,2","-0,9",93,Wind blowing from the south-west,4,,,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"14,2",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,200-300,,,"6,0","13,1",3,3,,,,
07.02.2017 03:00,"14,6","764,9","770,1","-1,0",88,Wind blowing from the south-west,4,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","12,6",No precipitation,3,,,,
07.02.2017 00:00,"14,6","765,9","771,1","-0,4",88,Wind blowing from the south-west,4,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,,,"10,0","12,6",No precipitation,3,,,,
06.02.2017 21:00,"14,3","766,3","771,4","0,0",86,Wind blowing from the south-west,4,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","11,9",No precipitation,12,,,,
06.02.2017 18:00,"14,4","766,3","771,5","-0,2",81,Wind blowing from the south-west,4,,12,70 – 80%.,,,,,"17,3","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","11,1",No precipitation,3,,,,
06.02.2017 15:00,"16,7","766,5","771,7","-1,4",61,Wind blowing from the west-southwest,7,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,2",No precipitation,3,,,,
06.02.2017 12:00,"16,7","767,9","773,1","0,0",64,Wind blowing from the south-west,5,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,8",No precipitation,3,,,,
06.02.2017 09:00,"9,5","767,9","773,2","0,1",95,Wind blowing from the south,2,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","8,7",,,,,,
06.02.2017 06:00,"7,3","767,8","773,2","-0,5",93,Wind blowing from the south,2,,,60%.,,,,"5,8",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,3",No precipitation,3,,,,
06.02.2017 03:00,"5,9","768,3","773,6","-0,3",91,Wind blowing from the south-southeast,2,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","4,6",No precipitation,3,,,,
06.02.2017 00:00,"7,3","768,6","773,9","0,2",90,Wind blowing from the south-southeast,1,,,20–30%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","5,7",No precipitation,3,,,,
05.02.2017 21:00,"9,1","768,4","773,6","0,9",82,Wind blowing from the south-southeast,1,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,1",No precipitation,12,,,,
05.02.2017 18:00,"12,1","767,5","772,7","1,1",64,Wind blowing from the west-northwest,2,,,40%.,,,,,"14,4","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","5,5",No precipitation,3,,,,
05.02.2017 15:00,"14,2","766,4","771,7","-0,2",59,Wind blowing from the north-west,4,,11,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,3",No precipitation,3,,,,
05.02.2017 12:00,"14,3","766,6","771,9","2,1",52,Wind blowing from the north-west,8,,12,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","4,5",No precipitation,3,,,,
05.02.2017 09:00,"12,8","764,5","769,6","2,9",53,Wind blowing from the north-west,6,,,50%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","3,3",,,,,,
05.02.2017 06:00,"12,4","761,6","766,8","1,9",72,Wind blowing from the north-west,6,,19,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"11,8",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","7,5","0,1",3,,,,
05.02.2017 03:00,"13,0","759,7","764,8","1,0",79,Wind blowing from the west-northwest,5,,13,100%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,Altocumulus translucidus at a single level.,,"10,0","9,4",3,3,,,,
05.02.2017 00:00,"14,0","758,7","763,8","1,5",87,Wind blowing from the west,4,,25,60%.,State of sky on the whole unchanged.,Shower(s).,Rain.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","11,9",Trace of precipitation,3,,,,
04.02.2017 21:00,"14,9","757,2","762,3","0,3",91,Wind blowing from the west-southwest,7,,12,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"7,0","13,4",1,12,,,,
04.02.2017 18:00,"15,3","756,9","762,0","0,2",81,Wind blowing from the south-west,6,,13,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"16,8","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,1",No precipitation,3,,,,
04.02.2017 15:00,"16,0","756,7","761,7","-1,3",84,Wind blowing from the south-west,8,13,14,100%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","13,3",1,3,,,,
04.02.2017 12:00,"16,5","758,0","763,0","-0,2",80,Wind blowing from the south-west,8,13,13,100%.,State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","13,0",Trace of precipitation,3,,,,
04.02.2017 09:00,"15,4","758,2","763,3","0,6",87,Wind blowing from the south-west,7,,10,100%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,300-600,,,"8,0","13,2",,,,,,
04.02.2017 06:00,"15,1","757,6","762,7","-0,1",88,Wind blowing from the west-southwest,5,,12,100%.,State of sky on the whole unchanged.,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"15,0",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","13,1",No precipitation,3,,,,
