Local time in Coimbra / Cernache,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.06.2017 05:00,"16,4","745,3","760,3","-0,3",90,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
26.06.2017 04:00,"15,7","745,2","760,3","-0,7",92,Wind blowing from the east,1,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
26.06.2017 03:00,"16,3","745,3","760,4","-0,9",93,"Calm, no wind",0,,,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
26.06.2017 02:00,"16,0","745,6","760,6","-0,5",95,"Calm, no wind",0,,,,,,,,,,,,,,,"15,2",No precipitation,1,,,,
26.06.2017 01:00,"16,3","745,9","761,1","-0,1",96,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
26.06.2017 00:00,"16,6","746,2","761,2","0,5",94,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"15,6",,,,,,
25.06.2017 23:00,"16,8","746,1","761,2","1,0",92,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,5",No precipitation,1,,,,
25.06.2017 22:00,"16,8","746,0","761,1","1,2",91,Wind blowing from the west,1,,,,,,,,,,,,,,,"15,3",No precipitation,1,,,,
25.06.2017 21:00,"17,2","745,7","760,8","1,3",88,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"15,1",No precipitation,12,,,,
25.06.2017 20:00,"18,0","745,1","760,1","0,4",82,Wind blowing from the west,3,,5,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
25.06.2017 19:00,"20,0","744,8","759,7","-0,3",73,Wind blowing from the west,2,,5,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
25.06.2017 18:00,"20,9","744,4","759,3","-1,1",71,Wind blowing from the west-northwest,3,,5,,,,,,"26,8",,,,,,,"15,5",No precipitation,1,,,,
25.06.2017 17:00,"22,2","744,7","759,5","-1,0",70,Wind blowing from the west,3,,5,,,,,,,,,,,,,"16,4",No precipitation,1,,,,
25.06.2017 16:00,"22,2","745,1","759,9","-1,1",69,Wind blowing from the west-northwest,3,,5,,,,,,,,,,,,,"16,3",No precipitation,1,,,,
25.06.2017 15:00,"22,9","745,5","760,3","-0,3",65,Wind blowing from the west,2,,5,,,,,,,,,,,,,"16,0",No precipitation,1,,,,
25.06.2017 14:00,"23,7","745,7","760,4","-0,5",63,Wind blowing from the west,3,,6,,,,,,,,,,,,,"16,3",No precipitation,1,,,,
25.06.2017 13:00,"25,7","746,2","760,8","-0,5",50,Wind blowing from the west-southwest,3,6,6,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
25.06.2017 12:00,"25,0","745,8","760,5","-0,9",52,variable wind direction,2,,,,,,,,,,,,,,,"14,3",,,,,,
25.06.2017 11:00,"25,5","746,2","760,8","-1,0",54,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
25.06.2017 10:00,"22,2","746,7","761,5","-0,3",60,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
25.06.2017 09:00,"19,5","746,7","761,7","-0,8",76,Wind blowing from the north,2,,5,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
25.06.2017 08:00,"16,5","747,2","762,3","-0,2",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
25.06.2017 07:00,"15,8","747,0","762,1","-0,7",92,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"14,5",No precipitation,1,,,,
25.06.2017 06:00,"15,5","747,5","762,7","-0,2",94,Wind blowing from the east-southeast,1,,,,,,,"15,1",,,,,,,,"14,5",,,Surface of ground moist.,"15,0",,
25.06.2017 05:00,"15,4","747,4","762,6","-0,9",94,"Calm, no wind",0,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
25.06.2017 04:00,"15,4","747,7","763,0",,93,Wind blowing from the west,1,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
25.06.2017 03:00,"16,1","747,7","762,9","-1,5",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
25.06.2017 02:00,"16,2","748,3","763,5","-1,7",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
25.06.2017 01:00,"16,3","748,9","764,0",,89,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,4",,,,,,
25.06.2017 00:00,"16,0","749,2","764,4","-1,5",91,variable wind direction,2,,,,,,,,,,,,,,,"14,5",,,,,,
24.06.2017 23:00,"16,5","750,0","765,2","-0,7",86,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
24.06.2017 22:00,"16,5","749,8","765,0","-0,9",84,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
24.06.2017 21:00,"17,3","750,7","765,8","-0,1",76,Wind blowing from the north,3,6,7,,,,,,,,,,,,,"13,0",No precipitation,12,,,,
24.06.2017 20:00,"18,9","750,7","765,8","0,3",68,Wind blowing from the north-northwest,3,6,6,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
24.06.2017 19:00,"20,2","750,7","765,7","0,1",67,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
24.06.2017 18:00,"21,8","750,8","765,7","0,2",61,Wind blowing from the north,3,,7,,,,,,"25,4",,,,,,,"13,8",No precipitation,1,,,,
24.06.2017 17:00,"22,7","750,4","765,4","-0,6",54,Wind blowing from the north-northwest,4,7,8,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
24.06.2017 16:00,"23,2","750,6","765,4","-0,5",52,Wind blowing from the north-northwest,4,7,7,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
24.06.2017 15:00,"24,6","750,6","765,4","-1,3",47,Wind blowing from the north,3,6,8,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
24.06.2017 14:00,"24,4","751,0","765,8","-0,5",51,Wind blowing from the north-northwest,4,7,9,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
24.06.2017 13:00,"25,1","751,1","765,9","-0,9",48,Wind blowing from the north-northwest,4,8,8,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
24.06.2017 12:00,"22,7","751,9","766,7","0,1",57,Wind blowing from the north-west,3,6,8,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
24.06.2017 11:00,"23,5","751,5","766,3","-0,5",59,Wind blowing from the north-northwest,4,8,8,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
24.06.2017 10:00,"21,8","752,0","766,9","0,3",68,Wind blowing from the north,3,6,6,,,,,,,,,,,,,"15,5",No precipitation,1,,,,
24.06.2017 09:00,"19,4","751,8","766,9","-0,4",71,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
24.06.2017 08:00,"18,7","752,0","767,1","-0,1",79,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
24.06.2017 07:00,"15,9","751,7","766,9","-0,3",92,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
24.06.2017 06:00,"14,6","752,2","767,5","-0,3",99,Wind blowing from the east-northeast,1,,,,,,,"14,3",,,,,,,,"14,4",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"13,0",,
24.06.2017 05:00,"14,5","752,1","767,5","-0,6",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
24.06.2017 04:00,"14,7","752,0","767,3","-1,1",97,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
24.06.2017 03:00,"15,1","752,5","767,8","-1,0",96,"Calm, no wind",0,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
24.06.2017 02:00,"15,1","752,7","768,1","-0,9",96,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
24.06.2017 01:00,"15,5","753,1","768,4","-0,6",93,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
24.06.2017 00:00,"15,3","753,5","768,8","0,1",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
23.06.2017 23:00,"15,7","753,6","768,9","0,8",85,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
23.06.2017 22:00,"16,4","753,7","769,0","0,9",80,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
23.06.2017 21:00,"17,2","753,4","768,6","1,0",75,Wind blowing from the north-northwest,3,,5,,,,,,,,,,,,,"12,7",No precipitation,12,,,,
23.06.2017 20:00,"18,7","752,8","767,9","0,0",67,Wind blowing from the north-northwest,2,,6,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
23.06.2017 19:00,"20,8","752,8","767,8","-0,2",66,Wind blowing from the north-northwest,3,,8,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
23.06.2017 18:00,"22,1","752,4","767,3","-0,5",62,Wind blowing from the north-northwest,4,8,9,,,,,,"28,0",,,,,,,"14,5",No precipitation,1,,,,
23.06.2017 17:00,"24,7","752,8","767,6","-0,2",52,Wind blowing from the north-northwest,4,7,8,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
23.06.2017 16:00,"25,0","753,0","767,8","0,3",50,Wind blowing from the west-northwest,5,,9,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
23.06.2017 15:00,"26,0","752,9","767,7","0,1",48,Wind blowing from the west-northwest,5,,9,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
23.06.2017 14:00,"27,1","753,0","767,7","0,4",46,Wind blowing from the west-northwest,5,9,9,,,,,,,,,,,,,"14,5",No precipitation,1,,,,
23.06.2017 13:00,"27,1","752,7","767,4","0,1",50,Wind blowing from the north-west,4,7,8,,,,,,,,,,,,,"15,8",No precipitation,1,,,,
23.06.2017 12:00,"26,4","752,8","767,5","0,0",48,Wind blowing from the north,3,,7,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
23.06.2017 11:00,"25,4","752,6","767,4","-0,4",50,Wind blowing from the north-northwest,3,7,7,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
23.06.2017 10:00,"23,0","752,6","767,5","-0,2",57,Wind blowing from the north,3,5,5,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
23.06.2017 09:00,"21,3","752,8","767,8","0,6",64,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
23.06.2017 08:00,"18,9","753,0","768,1","0,5",74,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
23.06.2017 07:00,"16,1","752,8","768,0","0,6",91,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
23.06.2017 06:00,"14,7","752,2","767,6","0,0",98,Wind blowing from the north-east,2,,,,,,,"14,5",,,,,,,,"14,4",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"13,0",,
23.06.2017 05:00,"14,7","752,5","767,8","0,3",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
23.06.2017 04:00,"14,8","752,2","767,5","-0,4",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
23.06.2017 03:00,"14,9","752,2","767,5","-0,6",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,5",No precipitation,1,,,,
23.06.2017 02:00,"14,9","752,2","767,5","-0,6",97,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"14,5",No precipitation,1,,,,
23.06.2017 01:00,"15,6","752,6","767,9","0,2",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
23.06.2017 00:00,"15,9","752,8","768,1","0,9",95,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
22.06.2017 23:00,"16,0","752,8","768,0","1,6",91,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
22.06.2017 22:00,"16,7","752,4","767,6","1,5",88,Wind blowing from the north,1,,5,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
22.06.2017 21:00,"17,4","751,9","767,0","1,5",81,Wind blowing from the north-northwest,2,,6,,,,,,,,,,,,,"14,0",No precipitation,12,,,,
22.06.2017 20:00,"19,2","751,2","766,2","1,2",72,Wind blowing from the north-west,4,6,7,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
22.06.2017 19:00,"21,7","750,9","765,8","1,0",63,Wind blowing from the west-northwest,4,6,8,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
22.06.2017 18:00,"23,4","750,4","765,2","0,3",58,Wind blowing from the west-northwest,5,8,8,,,,,,"27,6",,,,,,,"14,6","0,1",12,,,,
22.06.2017 17:00,"25,0","750,0","764,8","-0,2",55,Wind blowing from the north-west,5,9,9,,,,,,,,,,,,,"15,2",No precipitation,1,,,,
22.06.2017 16:00,"26,1","749,9","764,6","-0,2",53,Wind blowing from the north-northwest,3,6,7,,,,,,,,,,,,,"15,8",No precipitation,1,,,,
22.06.2017 15:00,"26,4","750,1","764,8","-0,2",55,Wind blowing from the north-west,4,6,8,,,,,,,,,,,,,"16,5",No precipitation,1,,,,
22.06.2017 14:00,"25,2","750,2","764,9","-0,3",58,Wind blowing from the west-northwest,5,8,8,,,,,,,,,,,,,"16,2",No precipitation,1,,,,
22.06.2017 13:00,"25,9","750,1","764,8","-0,3",55,Wind blowing from the north,3,6,8,,,,,,,,,,,,,"16,1",No precipitation,1,,,,
22.06.2017 12:00,"24,7","750,3","765,1","-0,1",61,Wind blowing from the north-west,3,7,7,,,,,,,,,,,,,"16,7","0,1",6,,,,
22.06.2017 11:00,"22,2","750,5","765,4","0,4",73,Wind blowing from the north-west,2,,5,,,,,,,,,,,,,"17,0",No precipitation,1,,,,
22.06.2017 10:00,"20,1","750,4","765,4","0,8",84,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"17,3",No precipitation,1,,,,
22.06.2017 09:00,"19,0","750,4","765,4","1,2",92,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"17,7",No precipitation,1,,,,
22.06.2017 08:00,"18,3","750,1","765,1","1,2",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"17,9",No precipitation,1,,,,
22.06.2017 07:00,"17,7","749,6","764,7","1,1",99,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"17,6","0,1",1,,,,
22.06.2017 06:00,"17,8","749,2","764,3","0,9",98,Wind blowing from the north-west,2,,,,,,,"17,7",,,,,,,,"17,5","0,4",12,Surface of ground moist.,"19,0",,
22.06.2017 05:00,"17,9","748,9","763,9","0,6",99,Wind blowing from the west,2,,,,,,,,,,,,,,,"17,8","0,2",1,,,,
22.06.2017 04:00,"18,0","748,5","763,6","0,2",97,Wind blowing from the west,1,,,,,,,,,,,,,,,"17,5",No precipitation,1,,,,
22.06.2017 03:00,"18,2","748,3","763,4","-0,2",95,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"17,4",No precipitation,1,,,,
22.06.2017 02:00,"18,6","748,3","763,3","-0,5",91,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"17,1",No precipitation,1,,,,
22.06.2017 01:00,"18,9","748,3","763,3","-0,5",88,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"16,9",No precipitation,1,,,,
22.06.2017 00:00,"19,1","748,5","763,5","-0,1",87,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"16,9",,,,,,
21.06.2017 23:00,"20,1","748,8","763,7","0,5",82,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"16,9",No precipitation,1,,,,
21.06.2017 22:00,"20,1","748,8","763,7","0,5",79,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"16,3",No precipitation,1,,,,
21.06.2017 21:00,"20,3","748,6","763,5","0,9",79,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"16,5",No precipitation,12,,,,
21.06.2017 20:00,"20,7","748,3","763,3","0,9",79,Wind blowing from the west-northwest,3,,5,,,,,,,,,,,,,"17,0",No precipitation,1,,,,
21.06.2017 19:00,"21,5","748,3","763,2","1,1",75,Wind blowing from the west,3,,6,,,,,,,,,,,,,"16,9",No precipitation,1,,,,
21.06.2017 18:00,"22,2","747,7","762,6","0,7",76,Wind blowing from the west,4,6,7,,,,,,"30,1",,,,,,,"17,7",,,,,,
21.06.2017 17:00,"24,6","747,4","762,1","0,4",69,Wind blowing from the west,3,6,7,,,,,,,,,,,,,"18,6",No precipitation,1,,,,
21.06.2017 16:00,"25,0","747,2","761,9","-0,2",68,Wind blowing from the west,5,7,8,,,,,,,,,,,,,"18,6",No precipitation,1,,,,
21.06.2017 15:00,"27,0","747,0","761,6","-0,4",62,Wind blowing from the west-northwest,5,,8,,,,,,,,,,,,,"19,2",No precipitation,1,,,,
21.06.2017 14:00,"26,8","747,0","761,6","0,1",62,Wind blowing from the west-northwest,4,7,8,,,,,,,,,,,,,"19,0",No precipitation,1,,,,
21.06.2017 13:00,"25,9","747,4","762,1","0,7",67,Wind blowing from the west,4,8,9,,,,,,,,,,,,,"19,2",No precipitation,1,,,,
21.06.2017 12:00,"26,4","747,4","762,1","0,9",64,Wind blowing from the west,5,7,8,,,,,,,,,,,,,"19,0",,,,,,
21.06.2017 11:00,"28,6","746,9","761,4","0,1",57,Wind blowing from the west,3,6,6,,,,,,,,,,,,,"19,2",No precipitation,1,,,,
21.06.2017 10:00,"28,5","746,7","761,2","0,0",52,Wind blowing from the west,3,5,6,,,,,,,,,,,,,"17,8",No precipitation,1,,,,
21.06.2017 09:00,"27,7","746,5","761,1","-0,3",56,Wind blowing from the north,1,,,,,,,,,,,,,,,"18,1",No precipitation,1,,,,
21.06.2017 08:00,"23,1","746,8","761,5","-0,2",74,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"18,2",No precipitation,1,,,,
21.06.2017 07:00,"19,3","746,7","761,7","0,2",93,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"18,1",No precipitation,1,,,,
21.06.2017 06:00,"17,4","746,8","761,9","0,6",99,Wind blowing from the north-east,1,,,,,,,"16,9",,,,,,,,"17,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"17,0",,
21.06.2017 05:00,"17,0","747,0","762,1","0,9",99,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"16,9",No precipitation,1,,,,
21.06.2017 04:00,"17,1","746,5","761,6","0,2",97,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"16,6",No precipitation,1,,,,
21.06.2017 03:00,"18,1","746,2","761,2","-0,5",94,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"17,1",No precipitation,1,,,,
21.06.2017 02:00,"19,0","746,1","761,0",,89,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"17,2",No precipitation,1,,,,
21.06.2017 01:00,"19,4","746,3","761,3","-0,5",85,"Calm, no wind",0,,,,,,,,,,,,,,,"16,8",No precipitation,1,,,,
21.06.2017 00:00,"20,3","746,7","761,6","0,2",82,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"17,1",,,,,,
20.06.2017 23:00,"21,3","746,9","761,8",,78,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"17,2",,,,,,
20.06.2017 22:00,"22,7","746,8","761,5","0,5",70,Wind blowing from the west,1,,,,,,,,,,,,,,,"16,9",No precipitation,1,,,,
20.06.2017 21:00,"23,2","746,5","761,3","0,4",67,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"16,8",No precipitation,12,,,,
20.06.2017 20:00,"24,1","746,4","761,1","0,6",62,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"16,3",No precipitation,1,,,,
20.06.2017 19:00,"26,0","746,3","760,9","0,7",55,Wind blowing from the west-northwest,3,,6,,,,,,,,,,,,,"16,3",No precipitation,1,,,,
20.06.2017 18:00,"27,4","746,1","760,6","0,5",53,Wind blowing from the west,4,6,7,,,,,,"38,5",,,,,,,"17,1",,,,,,
20.06.2017 17:00,"30,0","745,8","760,2","0,3",47,Wind blowing from the west,4,8,9,,,,,,,,,,,,,"17,5",No precipitation,1,,,,
20.06.2017 16:00,"32,8","745,6","760,0","-0,4",39,Wind blowing from the west,5,7,8,,,,,,,,,,,,,"17,0",No precipitation,1,,,,
20.06.2017 15:00,"34,8","745,6","759,7","-0,9",32,Wind blowing from the west,5,7,9,,,,,,,,,,,,,"16,0",No precipitation,1,,,,
20.06.2017 14:00,"36,7","745,5","759,7","-1,2",29,Wind blowing from the west-northwest,5,7,,,,,,,,,,,,,,"16,0",No precipitation,1,,,,
20.06.2017 13:00,"36,5","746,0","760,1","-0,8",26,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
20.06.2017 12:00,"36,8","746,5","760,6","-0,1",23,variable wind direction,2,,7,,,,,,,,,,,,,"12,7",,,,,,
20.06.2017 11:00,"35,4","746,7","760,9","0,1",28,Wind blowing from the south-west,3,7,8,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
20.06.2017 10:00,"34,0","746,8","761,1","0,4",34,Wind blowing from the north,2,,6,,,,,,,,,,,,,"16,0",No precipitation,1,,,,
20.06.2017 09:00,"32,4","746,6","760,9","0,2",32,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
20.06.2017 08:00,"29,0","746,6","761,1","0,1",43,Wind blowing from the north,2,,,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
20.06.2017 07:00,"25,1","746,4","761,1","0,1",55,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
20.06.2017 06:00,"21,6","746,4","761,2","0,1",70,Wind blowing from the east-northeast,1,,,,,,,"20,1",,,,,,,,"15,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"17,0",,
20.06.2017 05:00,"20,1","746,5","761,5","0,1",73,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
20.06.2017 04:00,"22,3","746,3","761,2","-0,5",66,Wind blowing from the east,1,,,,,,,,,,,,,,,"15,5",No precipitation,1,,,,
20.06.2017 03:00,"25,3","746,3","760,9","-0,5",52,Wind blowing from the north,1,,6,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
20.06.2017 02:00,"25,7","746,4","761,1","-0,4",51,Wind blowing from the south-southwest,3,6,6,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
20.06.2017 01:00,"24,8","746,8","761,5","0,0",54,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
20.06.2017 00:00,"21,5","746,8","761,6","0,8",63,"Calm, no wind",0,,,,,,,,,,,,,,,"14,2",,,,,,
19.06.2017 23:00,"22,8","746,8","761,5","2,0",57,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
19.06.2017 22:00,"23,6","746,8","761,5","2,3",58,Wind blowing from the south-west,3,,6,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
19.06.2017 21:00,"23,4","746,0","760,7","1,8",64,Wind blowing from the south-west,4,7,7,,,,,,,,,,,,,"16,1",No precipitation,12,,,,
19.06.2017 20:00,"30,8","744,8","759,2","0,6",52,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"19,7",No precipitation,1,,,,
19.06.2017 19:00,"33,5","744,5","758,8","-0,1",34,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
19.06.2017 18:00,"34,7","744,2","758,4","-0,7",34,Wind blowing from the north-east,2,,5,,,,,,"36,4",,,,,,,"16,5",No precipitation,1,,,,
19.06.2017 17:00,"36,0","744,2","758,3","-1,1",29,Wind blowing from the north,2,,5,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
19.06.2017 16:00,"35,6","744,6","758,8","-1,0",27,Wind blowing from the east-northeast,3,,5,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
19.06.2017 15:00,"35,9","744,9","759,1","-0,8",27,Wind blowing from the east-northeast,3,,6,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
19.06.2017 14:00,"36,2","745,3","759,4","-0,6",26,Wind blowing from the east-northeast,3,,8,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
19.06.2017 13:00,"34,3","745,6","759,8","-0,6",32,Wind blowing from the east-northeast,3,6,7,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
19.06.2017 12:00,"32,8","745,7","760,0","-0,5",35,Wind blowing from the east,4,7,7,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
19.06.2017 11:00,"29,1","745,9","760,4","-0,3",42,Wind blowing from the east-northeast,4,7,7,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
19.06.2017 10:00,"24,1","746,2","761,0","0,9",61,Wind blowing from the east-northeast,3,,6,,,,,,,,,,,,,"16,2",No precipitation,1,,,,
19.06.2017 09:00,"22,5","746,2","761,0","1,2",64,Wind blowing from the south,3,7,7,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
19.06.2017 08:00,"21,3","746,2","761,0","1,7",78,Wind blowing from the north,2,,5,,,,,,,,,,,,,"17,3",No precipitation,1,,,,
19.06.2017 07:00,"22,8","745,3","760,0","1,4",66,Wind blowing from the east,2,,,,,,,,,,,,,,,"16,0",No precipitation,1,,,,
19.06.2017 06:00,"19,9","745,0","760,0","1,1",82,Wind blowing from the south,2,,,,,,,"17,9",,,,,,,,"16,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"17,0",,
19.06.2017 05:00,"17,9","744,5","759,5","0,3",91,Wind blowing from the south-southwest,3,,,,,,,,,,,,,,,"16,4",No precipitation,1,,,,
19.06.2017 04:00,"19,6","743,9","758,8","-0,6",81,"Calm, no wind",0,,,,,,,,,,,,,,,"16,2",No precipitation,1,,,,
19.06.2017 03:00,"20,1","743,9","758,8","-0,8",80,Wind blowing from the north,1,,,,,,,,,,,,,,,"16,6",No precipitation,1,,,,
19.06.2017 02:00,"19,1","744,2","759,1","-0,5",81,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"15,8",No precipitation,1,,,,
19.06.2017 01:00,"20,8","744,5","759,4","-0,2",77,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"16,5",No precipitation,1,,,,
19.06.2017 00:00,"22,5","744,7","759,4","0,2",66,"Calm, no wind",0,,,,,,,,,,,,,,,"15,8",No precipitation,1,,,,
18.06.2017 23:00,"24,2","744,7","759,4","0,4",53,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
18.06.2017 22:00,"24,1","744,7","759,4","0,4",52,Wind blowing from the east,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
18.06.2017 21:00,"27,4","744,5","759,0","0,4",39,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"12,2",No precipitation,12,,,,
18.06.2017 20:00,"27,5","744,3","758,8","0,1",44,Wind blowing from the north-east,2,,5,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
18.06.2017 19:00,"28,9","744,3","758,8","0,1",41,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"14,5",No precipitation,1,,,,
18.06.2017 18:00,"30,5","744,1","758,5","-0,1",37,Wind blowing from the north-northeast,2,,,,,,,,"36,4",,,,,,,"14,1",No precipitation,1,,,,
18.06.2017 17:00,"30,9","744,2","758,5","0,0",38,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
