Local time in Evora,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
30.09.2017 15:00,"27,7","742,6","763,6","-1,4",34,Wind blowing from the north-northwest,6,9,10,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
30.09.2017 12:00,"25,2","744,0","765,1","-0,7",50,Wind blowing from the north,2,6,7,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
30.09.2017 09:00,"18,9","744,7","766,3","0,7",78,Wind blowing from the north-northwest,4,,6,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
30.09.2017 06:00,"14,9","744,0","765,9","0,2",91,Wind blowing from the north-northwest,1,,,,,,,"14,9",,,,,,,,"13,4",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"12,0",,
30.09.2017 03:00,"17,1","743,8","765,5","-0,3",89,Wind blowing from the north-northwest,5,,8,,,,,,,,,,,,,"15,3",No precipitation,1,,,,
30.09.2017 00:00,"18,7","744,1","765,7","-0,2",79,Wind blowing from the north-northwest,6,,,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
29.09.2017 21:00,"22,0","744,3","765,7","1,1",52,Wind blowing from the north-northwest,5,10,12,,,,,,,,,,,,,"11,6",No precipitation,12,,,,
29.09.2017 18:00,"28,0","743,2","764,2","0,2",34,Wind blowing from the north-west,6,,10,,,,,,"32,8",,,,,,,"10,7",No precipitation,1,,,,
29.09.2017 15:00,"32,3","743,0","763,6","-1,4",27,Wind blowing from the north,1,,5,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
29.09.2017 12:00,"30,9","744,4","765,1","-0,7",29,Wind blowing from the north,3,,9,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","10,6",No precipitation,1,,,,
29.09.2017 09:00,"24,0","745,1","766,3","0,7",41,Wind blowing from the north-northwest,4,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","9,8",,,,,,
29.09.2017 06:00,"15,1","744,4","766,3","0,5",68,Wind blowing from the north-east,1,,,,,,,"14,3",,,,,,,,"9,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
29.09.2017 03:00,"18,2","743,9","765,6","-0,8",57,Wind blowing from the west-northwest,2,,8,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
29.09.2017 00:00,"19,4","744,7","766,2","0,0",56,Wind blowing from the north-northwest,3,,5,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
28.09.2017 21:00,"22,5","744,7","766,0","1,4",53,Wind blowing from the north-west,3,6,7,,,,,,,,,,,,,"12,5",No precipitation,12,,,,
28.09.2017 18:00,"29,1","743,3","764,2","-0,1",31,Wind blowing from the south-west,2,,,,,,,,"31,5",,,,,,,"10,3",,,,,,
28.09.2017 15:00,"30,3","743,4","764,2","-1,2",31,Wind blowing from the north,2,,8,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
28.09.2017 12:00,"29,5","744,6","765,4","-0,5",34,Wind blowing from the north,2,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","12,2",No precipitation,1,,,,
28.09.2017 09:00,"22,7","745,1","766,4","0,7",56,Wind blowing from the east,2,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","13,4",,,,,,
28.09.2017 06:00,"15,0","744,4","766,3","0,6",94,Wind blowing from the north,2,,,,,,,"14,0",,,,,,,,"14,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"10,0",,
28.09.2017 03:00,"15,3","743,8","765,7","-0,3",88,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
28.09.2017 00:00,"17,9","744,1","765,8","0,0",76,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
27.09.2017 21:00,"20,7","744,1","765,5","1,6",44,Wind blowing from the west-southwest,1,,5,,,,,,,,,,,,,"7,8",No precipitation,12,,,,
27.09.2017 18:00,"27,1","742,5","763,4","0,3",29,Wind blowing from the west-southwest,1,,,,,,,,"29,9",,,,,,,"7,3",No precipitation,1,,,,
27.09.2017 15:00,"29,3","742,2","763,0","-1,0",26,Wind blowing from the north,1,,5,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
27.09.2017 12:00,"26,6","743,2","764,2","0,0",38,Wind blowing from the south-west,3,8,8,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","11,2",No precipitation,1,,,,
27.09.2017 09:00,"20,5","743,2","764,7","0,9",50,Wind blowing from the north,2,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","9,8",,,,,,
27.09.2017 06:00,"11,8","742,3","764,5","0,4",63,Wind blowing from the east-northeast,1,,,,,,,"11,6",,,,,,,,"5,0",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"7,0",,
27.09.2017 03:00,"13,0","741,9","763,9","-0,2",55,"Calm, no wind",0,,,,,,,,,,,,,,,"4,0",No precipitation,1,,,,
27.09.2017 00:00,"16,2","742,1","763,9","-0,5",39,Wind blowing from the north,3,,6,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
26.09.2017 21:00,"20,0","742,6","764,0","1,1",33,Wind blowing from the north-northwest,4,6,8,,,,,,,,,,,,,"3,2",No precipitation,12,,,,
26.09.2017 18:00,"26,1","741,5","762,5","-0,2",27,Wind blowing from the north-west,3,,6,,,,,,"30,4",,,,,,,"5,5",No precipitation,1,,,,
26.09.2017 15:00,"29,8","741,7","762,4","-1,4",22,Wind blowing from the north,2,,5,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
26.09.2017 12:00,"26,7","743,1","764,1","-0,5",29,Wind blowing from the north,2,,5,no clouds,,,,,,,,,,,"25,0","7,2",No precipitation,1,,,,
26.09.2017 09:00,"18,3","743,6","765,3","0,2",69,Wind blowing from the north,2,,5,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","12,5",,,,,,
26.09.2017 06:00,"9,8","743,4","765,6","-0,3",97,"Calm, no wind",0,,,,,,,"9,6",,,,,,,,"9,4",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"4,0",,
26.09.2017 03:00,"13,2","743,7","765,7","-0,4",88,Wind blowing from the north-west,5,,9,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
26.09.2017 00:00,"15,3","744,1","766,0","-0,2",70,Wind blowing from the north-west,6,10,10,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
25.09.2017 21:00,"19,0","744,3","765,9","0,7",47,Wind blowing from the north-west,7,,,,,,,,,,,,,,,"7,3",No precipitation,12,,,,
25.09.2017 18:00,"24,6","743,6","764,8","-0,2",30,Wind blowing from the north-west,6,,9,,,,,,"28,7",,,,,,,"5,7",No precipitation,1,,,,
25.09.2017 15:00,"28,1","743,8","764,8","-1,4",26,Wind blowing from the north-west,6,9,10,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
25.09.2017 12:00,"25,7","745,2","766,3","-0,4",35,Wind blowing from the north-northwest,5,9,9,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","9,2",No precipitation,1,,,,
25.09.2017 09:00,"20,9","745,6","767,0","1,2",55,Wind blowing from the north,3,7,7,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","11,4",,,,,,
25.09.2017 06:00,"15,1","744,4","766,3","0,1",82,Wind blowing from the north-northwest,3,,,,,,,"15,1",,,,,,,,"12,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
25.09.2017 03:00,"16,1","744,3","766,1","-0,2",91,Wind blowing from the north-northwest,2,,5,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
25.09.2017 00:00,"17,9","744,5","766,2","-0,1",82,Wind blowing from the north-west,4,,8,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
24.09.2017 21:00,"21,2","744,6","766,0","0,9",46,Wind blowing from the north-west,5,9,9,,,,,,,,,,,,,"9,0",No precipitation,12,,,,
24.09.2017 18:00,"26,3","743,7","764,8","0,2",33,Wind blowing from the west,5,,9,,,,,,"31,4",,,,,,,"8,6",No precipitation,1,,,,
24.09.2017 15:00,"30,6","743,5","764,3","-0,7",28,Wind blowing from the west-southwest,4,8,8,,,,,,,,,,,,,"10,0",No precipitation,1,,,,
24.09.2017 12:00,"29,2","744,2","765,1","-0,2",29,Wind blowing from the west,3,5,6,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
24.09.2017 09:00,"22,6","744,4","765,7","0,9",43,"Calm, no wind",0,,,,,,,,,,,,,,,"9,4",No precipitation,1,,,,
24.09.2017 06:00,"12,7","743,5","765,6","0,4",85,Wind blowing from the south-southeast,1,,,,,,,"12,4",,,,,,,,"10,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"7,0",,
24.09.2017 03:00,"14,4","743,1","765,0","-0,4",80,"Calm, no wind",0,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
24.09.2017 00:00,"16,3","743,5","765,2","0,3",73,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
23.09.2017 21:00,"20,1","743,2","764,6","1,2",62,Wind blowing from the north-northwest,3,5,7,,,,,,,,,,,,,"12,5",No precipitation,12,,,,
23.09.2017 18:00,"26,9","742,0","763,0","0,1",38,Wind blowing from the west-northwest,5,,,,,,,,"30,9",,,,,,,"11,3",No precipitation,1,,,,
23.09.2017 15:00,"30,0","741,9","762,7","-1,0",28,Wind blowing from the north,2,,6,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
23.09.2017 12:00,"28,2","742,9","763,8","0,0",34,Wind blowing from the north,2,5,5,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
23.09.2017 09:00,"20,7","742,9","764,3","1,4",56,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
23.09.2017 06:00,"12,8","741,5","763,5","0,3",87,Wind blowing from the north,1,,,,,,,"12,5",,,,,,,,"10,7",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"7,0",,
23.09.2017 03:00,"14,3","741,2","763,0","-0,2",80,"Calm, no wind",0,,,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
23.09.2017 00:00,"16,2","741,4","763,1","-0,1",73,Wind blowing from the north-northwest,3,,6,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
22.09.2017 21:00,"19,9","741,5","763,0","1,1",62,Wind blowing from the north-northwest,4,6,7,,,,,,,,,,,,,"12,3",No precipitation,12,,,,
22.09.2017 18:00,"26,8","740,4","761,3","-0,3",33,Wind blowing from the west-northwest,3,,,,,,,,"29,4",,,,,,,"9,4",No precipitation,1,,,,
22.09.2017 15:00,"28,6","740,7","761,5","-1,2",33,Wind blowing from the north,2,,6,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
22.09.2017 12:00,"24,2","741,9","763,0","-0,4",50,Wind blowing from the north,2,,5,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","13,2",No precipitation,1,,,,
22.09.2017 09:00,"14,9","742,3","764,2","0,7",88,Wind blowing from the north-west,4,,6,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",100-200,,,"4,0","12,9",,,,,,
22.09.2017 06:00,"12,7","741,6","763,6","0,2",95,Wind blowing from the north-west,3,,,,,,,"12,6",,,,,,,,"11,9",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
22.09.2017 03:00,"13,5","741,4","763,3","-0,1",91,Wind blowing from the north-northwest,3,,5,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
22.09.2017 00:00,"15,8","741,5","763,3","-0,2",85,Wind blowing from the north-west,4,8,8,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
21.09.2017 21:00,"18,4","741,7","763,3","1,2",78,Wind blowing from the west-northwest,5,7,9,,,,,,,,,,,,,"14,5",No precipitation,12,,,,
21.09.2017 18:00,"24,9","740,5","761,5","0,0",47,Wind blowing from the north-west,7,,,,,,,,"28,9",,,,,,,"12,9",No precipitation,1,,,,
21.09.2017 15:00,"28,7","740,5","761,2","-0,9",31,Wind blowing from the north-northwest,4,8,9,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
21.09.2017 12:00,"26,2","741,4","762,4","-0,3",36,Wind blowing from the north-west,4,6,6,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,Cirrostratus not progressively invading the sky and not entirely covering it.,"20,0","9,8",No precipitation,1,,,,
21.09.2017 09:00,"18,9","741,7","763,3","0,6",71,Wind blowing from the north-northwest,4,7,9,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","13,5",,,,,,
21.09.2017 06:00,"12,8","741,1","763,0","0,4",92,Wind blowing from the north-northwest,3,,,,,,,"12,4",,,,,,,,"11,5",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"7,0",,
21.09.2017 03:00,"13,7","740,7","762,6","-0,5",77,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
21.09.2017 00:00,"14,2","741,2","763,1","0,0",75,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
20.09.2017 21:00,"19,5","741,2","762,7","0,6",52,Wind blowing from the west,2,,,,,,,,,,,,,,,"9,2",No precipitation,12,,,,
20.09.2017 18:00,"27,0","740,6","761,5","-0,4",31,Wind blowing from the west,3,,5,,,,,,"30,8",,,,,,,"8,4",No precipitation,1,,,,
20.09.2017 15:00,"29,9","741,0","761,8","-1,4",26,Wind blowing from the south-southwest,3,,6,,,,,,,,,,,,,"8,2",No precipitation,1,,,,
20.09.2017 12:00,"28,5","742,4","763,3","-0,6",31,Wind blowing from the south-west,3,6,6,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","9,7",No precipitation,1,,,,
20.09.2017 09:00,"19,9","743,0","764,5","0,3",60,Wind blowing from the north,1,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","11,9",,,,,,
20.09.2017 06:00,"11,2","742,7","764,8","-0,4",93,Wind blowing from the north,2,,,,,,,"11,2",,,,,,,,"10,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"6,0",,
20.09.2017 03:00,"13,4","743,1","765,1","-0,5",86,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
20.09.2017 00:00,"15,8","743,6","765,4","-0,5",74,Wind blowing from the north-northwest,2,,7,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
19.09.2017 21:00,"19,7","744,1","765,6","0,6",62,Wind blowing from the north-west,3,6,7,,,,,,,,,,,,,"12,2",No precipitation,12,,,,
19.09.2017 18:00,"26,4","743,5","764,5","-0,3",33,Wind blowing from the north,1,,5,,,,,,"29,5",,,,,,,"8,9",No precipitation,1,,,,
19.09.2017 15:00,"28,5","743,8","764,7","-1,4",25,Wind blowing from the north,3,8,8,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
19.09.2017 12:00,"26,0","745,2","766,3","-0,8",39,Wind blowing from the north,2,,5,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","11,1",No precipitation,1,,,,
19.09.2017 09:00,"18,2","746,0","767,7","1,0",75,Wind blowing from the north,2,,5,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"8,0","13,6",,,,,,
19.09.2017 06:00,"13,7","745,0","767,0","0,0",95,Wind blowing from the north-northwest,3,,,,,,,"13,6",,,,,,,,"12,9",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"12,0",,
19.09.2017 03:00,"14,3","745,0","766,9","-0,6",93,Wind blowing from the north-northwest,3,,8,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
19.09.2017 00:00,"15,7","745,6","767,5","-0,2",82,Wind blowing from the north-northwest,5,8,8,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
18.09.2017 21:00,"18,2","745,8","767,5","1,5",68,Wind blowing from the north-northwest,6,9,10,,,,,,,,,,,,,"12,1",No precipitation,12,,,,
18.09.2017 18:00,"24,1","744,3","765,5","0,2",38,Wind blowing from the west-northwest,5,,9,,,,,,"27,0",,,,,,,"8,8",No precipitation,1,,,,
18.09.2017 15:00,"26,7","744,1","765,1","-1,2",35,Wind blowing from the north-west,6,10,12,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
18.09.2017 12:00,"23,2","745,3","766,6","0,0",60,Wind blowing from the west-northwest,8,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","25,0","15,1",No precipitation,1,,,,
18.09.2017 09:00,"19,1","745,3","766,9","1,2",69,Wind blowing from the north-west,6,,,40%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","13,2",,,,,,
18.09.2017 06:00,"12,5","744,1","766,2","0,5",88,Wind blowing from the west-northwest,3,,,,,,,"10,2",,,,,,,,"10,5",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"8,0",,
18.09.2017 03:00,"11,2","743,6","765,7","-0,2",88,Wind blowing from the west,2,,,,,,,,,,,,,,,"9,2",No precipitation,1,,,,
18.09.2017 00:00,"13,4","743,8","765,7","0,2",72,Wind blowing from the north-west,5,,11,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
17.09.2017 21:00,"16,1","743,6","765,4","1,3",58,Wind blowing from the north-west,6,,10,,,,,,,,,,,,,"7,9",No precipitation,12,,,,
17.09.2017 18:00,"23,0","742,3","763,5","0,3",29,Wind blowing from the west-northwest,5,,8,,,,,,"26,4",,,,,,,"3,8",No precipitation,1,,,,
17.09.2017 15:00,"25,9","742,0","763,1","-1,2",23,Wind blowing from the west-northwest,4,6,7,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
17.09.2017 12:00,"22,7","743,2","764,5","-0,2",35,Wind blowing from the north-northwest,3,6,7,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
17.09.2017 09:00,"16,4","743,4","765,1","1,4",61,Wind blowing from the north-northwest,3,,6,,,,,,,,,,,,,"8,8",No precipitation,1,,,,
17.09.2017 06:00,"10,0","742,0","764,2","0,3",86,Wind blowing from the north-northwest,4,,,,,,,"9,5",,,,,,,,"7,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"7,0",,
17.09.2017 03:00,"11,6","741,7","763,8","-0,2",77,Wind blowing from the north-northwest,4,,7,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
17.09.2017 00:00,"13,5","741,9","763,9","0,5",62,Wind blowing from the north-northwest,5,,8,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
16.09.2017 21:00,"16,4","741,4","763,1","1,6",44,Wind blowing from the north-west,6,10,10,,,,,,,,,,,,,"4,1",No precipitation,12,,,,
16.09.2017 18:00,"23,7","739,8","760,9","0,2",24,Wind blowing from the north-northwest,4,6,7,,,,,,"26,2",,,,,,,"2,2",No precipitation,1,,,,
16.09.2017 15:00,"25,2","739,6","760,6","-0,9",21,Wind blowing from the north,2,,7,,,,,,,,,,,,,"1,4",No precipitation,1,,,,
16.09.2017 12:00,"23,1","740,5","761,6","-0,2",28,Wind blowing from the north,2,,7,,,,,,,,,,,,,"3,8",No precipitation,1,,,,
16.09.2017 09:00,"16,2","740,7","762,4","1,4",58,Wind blowing from the north-northwest,3,,7,,,,,,,,,,,,,"7,9",No precipitation,1,,,,
16.09.2017 06:00,"11,8","739,3","761,2","0,3",74,Wind blowing from the north,2,,,,,,,"11,2",,,,,,,,"7,3",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"9,0",,
16.09.2017 03:00,"12,1","739,0","761,0","-0,7",77,Wind blowing from the north-west,5,9,9,,,,,,,,,,,,,"8,2",No precipitation,1,,,,
16.09.2017 00:00,"13,3","739,7","761,6","-0,2",69,Wind blowing from the north-northwest,8,13,13,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
15.09.2017 21:00,"14,9","739,9","761,8","0,6",61,Wind blowing from the north-northwest,8,,14,,,,,,,,,,,,,"7,4",No precipitation,12,,,,
15.09.2017 18:00,"20,1","739,3","760,6","-0,1",40,Wind blowing from the north-west,9,,14,,,,,,"25,6",,,,,,,"6,2",No precipitation,1,,,,
15.09.2017 15:00,"25,1","739,4","760,4","-1,1",23,Wind blowing from the north-northwest,6,9,12,,,,,,,,,,,,,"2,3",No precipitation,1,,,,
15.09.2017 12:00,"23,4","740,5","761,6","-0,6",30,Wind blowing from the north-west,6,11,13,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","5,0",No precipitation,1,,,,
15.09.2017 09:00,"17,1","741,1","762,7","0,8",54,Wind blowing from the north-northwest,5,8,11,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","7,6",,,,,,
15.09.2017 06:00,"11,6","740,3","762,4","-0,4",77,Wind blowing from the north-west,4,,,,,,,"11,3",,,,,,,,"7,6",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"9,0",,
15.09.2017 03:00,"13,1","740,7","762,7","-1,0",77,Wind blowing from the west-northwest,4,7,7,,,,,,,,,,,,,"9,2",No precipitation,1,,,,
15.09.2017 00:00,"14,8","741,7","763,5","-0,3",70,Wind blowing from the north-west,6,,11,,,,,,,,,,,,,"9,3",No precipitation,1,,,,
14.09.2017 21:00,"18,3","742,0","763,5","0,7",51,Wind blowing from the north-west,9,14,14,,,,,,,,,,,,,"7,9",No precipitation,12,,,,
14.09.2017 18:00,"26,2","741,3","762,3","-0,7",50,Wind blowing from the west-northwest,7,,,,,,,,"31,1",,,,,,,"15,1",No precipitation,1,,,,
14.09.2017 15:00,"30,8","742,0","762,7","-1,8",21,Wind blowing from the north-northwest,4,7,9,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
14.09.2017 12:00,"26,1","743,8","764,9","-0,7",42,Wind blowing from the north,3,,8,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","12,1",No precipitation,1,,,,
14.09.2017 09:00,"20,0","744,5","766,0","0,7",70,Wind blowing from the north-northwest,4,6,9,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","14,4",,,,,,
