Local time in Penhas Douradas,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.10.2017 08:00,"17,3","653,7",,"0,5",50,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
13.10.2017 07:00,"13,3","653,3",,"0,1",57,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
13.10.2017 06:00,"12,9","653,2",,"-0,1",50,Wind blowing from the north-west,2,,,,,,,"12,7",,,,,,,,"2,5",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
13.10.2017 05:00,"12,9","653,2",,"-0,4",51,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"2,9",No precipitation,1,,,,
13.10.2017 04:00,"13,5","653,2",,"-0,5",41,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"0,5",No precipitation,1,,,,
13.10.2017 03:00,"14,3","653,3",,"-0,5",44,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"2,0",,,,,,
13.10.2017 02:00,"14,6","653,6",,"-0,2",50,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
13.10.2017 01:00,"15,5","653,7",,"-0,1",44,Wind blowing from the south,3,,,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
13.10.2017 00:00,"14,4","653,8",,"-0,1",53,Wind blowing from the south,2,,,,,,,,,,,,,,,"5,0",No precipitation,6,,,,
12.10.2017 23:00,"14,9","653,8",,"0,1",49,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
12.10.2017 22:00,"15,0","653,8",,"0,1",47,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"3,6",No precipitation,1,,,,
12.10.2017 21:00,"15,5","653,9",,"0,2",48,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"4,4",,,,,,
12.10.2017 20:00,"15,8","653,7",,"0,1",44,Wind blowing from the south,2,,,,,,,,,,,,,,,"3,4",No precipitation,1,,,,
12.10.2017 19:00,"15,7","653,7",,"0,2",43,Wind blowing from the south,3,,,,,,,,,,,,,,,"3,1",No precipitation,1,,,,
12.10.2017 18:00,"16,5","653,7",,"0,3",40,Wind blowing from the south-southeast,2,,,,,,,,"23,2",,,,,,,"2,6",No precipitation,12,,,,
12.10.2017 17:00,"19,1","653,6",,"0,1",34,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"2,9",No precipitation,1,,,,
12.10.2017 16:00,"21,0","653,5",,"-0,3",35,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
12.10.2017 15:00,"22,0","653,4",,"-0,4",31,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"4,2",,,,,,
12.10.2017 14:00,"22,1","653,5",,"-0,6",34,Wind blowing from the east,5,,,no clouds,,,,,,,,,,,"25,0","5,5",No precipitation,1,,,,
12.10.2017 13:00,"22,6","653,8",,"-0,4",30,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"4,0",No precipitation,1,,,,
12.10.2017 12:00,"21,8","653,8",,"-0,4",28,Wind blowing from the east-southeast,5,,,no clouds,,,,,,,,,,,"25,0","2,3",No precipitation,1,,,,
12.10.2017 11:00,"21,5","654,1",,"0,3",27,Wind blowing from the east-southeast,6,,,,,,,,,,,,,,,"1,5",No precipitation,1,,,,
12.10.2017 10:00,"21,0","654,2",,"0,6",29,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"2,4",No precipitation,1,,,,
12.10.2017 09:00,"19,6","654,2",,"0,8",29,Wind blowing from the south-east,2,,,no clouds,,,,,,,,,,,"25,0","1,1",,,,,,
12.10.2017 08:00,"18,6","653,8",,"0,5",29,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"0,0",No precipitation,1,,,,
12.10.2017 07:00,"14,9","653,6",,"0,4",30,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"-2,6",No precipitation,1,,,,
12.10.2017 06:00,"15,1","653,4",,"0,2",30,Wind blowing from the south-southeast,3,,,,,,,"13,4",,,,,,,,"-2,4",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
12.10.2017 05:00,"15,4","653,3",,"-0,1",30,Wind blowing from the east,1,,,,,,,,,,,,,,,"-2,4",No precipitation,1,,,,
12.10.2017 04:00,"17,0","653,2",,"-0,3",28,Wind blowing from the south,2,,,,,,,,,,,,,,,"-1,8",No precipitation,1,,,,
12.10.2017 03:00,"16,6","653,2",,"-0,4",27,Wind blowing from the south,2,,,,,,,,,,,,,,,"-2,6",,,,,,
12.10.2017 02:00,"15,7","653,4",,"-0,3",29,Wind blowing from the south,2,,,,,,,,,,,,,,,"-2,4",No precipitation,1,,,,
12.10.2017 01:00,"14,8","653,5",,"-0,3",33,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"-1,6",No precipitation,1,,,,
12.10.2017 00:00,"14,3","653,6",,"-0,1",31,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"-2,5",No precipitation,6,,,,
11.10.2017 23:00,"14,2","653,7",,"0,3",33,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"-1,9",No precipitation,1,,,,
11.10.2017 22:00,"14,5","653,8",,"0,6",31,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"-2,7",No precipitation,1,,,,
11.10.2017 21:00,"13,9","653,7",,"0,8",35,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"-1,3",,,,,,
11.10.2017 20:00,"15,1","653,4",,"0,8",29,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"-2,7",No precipitation,1,,,,
11.10.2017 19:00,"16,3","653,2",,"0,6",30,Wind blowing from the west,5,,,,,,,,,,,,,,,"-1,5",No precipitation,1,,,,
11.10.2017 18:00,"17,0","652,9",,"0,4",28,Wind blowing from the west,6,,,,,,,,"21,3",,,,,,,"-1,6",No precipitation,12,,,,
11.10.2017 17:00,"18,6","652,6",,"0,2",24,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"-2,3",No precipitation,1,,,,
11.10.2017 16:00,"20,1","652,6",,"0,1",20,Wind blowing from the west-northwest,3,,,,,,,,,,,,,,,"-3,7",No precipitation,1,,,,
11.10.2017 15:00,"20,9","652,5",,"-0,1",19,Wind blowing from the west,3,,,,,,,,,,,,,,,"-3,6",,,,,,
11.10.2017 14:00,"20,7","652,4",,"-0,3",18,Wind blowing from the north-west,4,,,no clouds,,,,,,,,,,,"20,0","-4,4",No precipitation,1,,,,
11.10.2017 13:00,"20,4","652,5",,"-0,1",19,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"-4,1",No precipitation,1,,,,
11.10.2017 12:00,"20,1","652,6",,"0,3",20,Wind blowing from the north-west,4,,,no clouds,,,,,,,,,,,"20,0","-3,9",No precipitation,1,,,,
11.10.2017 11:00,"19,5","652,7",,"0,8",20,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"-4,1",No precipitation,1,,,,
11.10.2017 10:00,"19,3","652,6",,"1,1",22,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"-3,2",No precipitation,1,,,,
11.10.2017 09:00,"18,1","652,3",,"1,1",24,Wind blowing from the west,2,,,no clouds,,,,,,,,,,,"20,0","-2,7",,,,,,
11.10.2017 08:00,"17,0","651,9",,"0,7",26,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"-2,7",No precipitation,1,,,,
11.10.2017 07:00,"15,7","651,5",,"0,2",26,Wind blowing from the south-west,5,,,,,,,,,,,,,,,"-3,6",No precipitation,1,,,,
11.10.2017 06:00,"15,3","651,2",,"-0,1",33,Wind blowing from the south-southwest,4,,,,,,,"14,6",,,,,,,,"-1,0",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
11.10.2017 05:00,"15,2","651,2",,"-0,3",35,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"-0,1",No precipitation,1,,,,
11.10.2017 04:00,"15,6","651,3",,"-0,4",36,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"0,5",No precipitation,1,,,,
11.10.2017 03:00,"15,8","651,3",,"-0,4",35,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"0,4",,,,,,
11.10.2017 02:00,"16,2","651,5",,"-0,2",35,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"0,6",No precipitation,1,,,,
11.10.2017 01:00,"16,5","651,7",,"-0,1",35,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"0,8",No precipitation,1,,,,
11.10.2017 00:00,"15,6","651,7",,"0,0",28,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"-3,0",No precipitation,6,,,,
10.10.2017 23:00,"16,3","651,7",,"0,1",30,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"-1,6",No precipitation,1,,,,
10.10.2017 22:00,"16,6","651,8",,"0,5",30,Wind blowing from the west-southwest,5,,,,,,,,,,,,,,,"-1,0",No precipitation,1,,,,
10.10.2017 21:00,"16,0","651,7",,"0,5",29,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"-1,9",,,,,,
10.10.2017 20:00,"15,5","651,6",,"0,7",30,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"-1,9",No precipitation,1,,,,
10.10.2017 19:00,"17,1","651,3",,"0,6",30,Wind blowing from the south-west,3,,,,,,,,,,,,,,,"-0,8",No precipitation,1,,,,
10.10.2017 18:00,"17,7","651,2",,"0,4",28,Wind blowing from the south-west,3,,,,,,,,"23,0",,,,,,,"-1,2",No precipitation,12,,,,
10.10.2017 17:00,"18,4","650,9",,"0,1",26,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"-1,7",No precipitation,1,,,,
10.10.2017 16:00,"20,8","650,7",,"-0,4",25,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"-0,2",No precipitation,1,,,,
10.10.2017 15:00,"22,0","650,8",,"-0,6",22,Wind blowing from the east,2,,,,,,,,,,,,,,,"-0,9",,,,,,
10.10.2017 14:00,"22,2","650,8",,"-0,8",22,Wind blowing from the east-southeast,2,,,no clouds,,,,,,,,,,,"20,0","-0,6",No precipitation,1,,,,
10.10.2017 13:00,"21,7","651,1",,"-0,4",24,Wind blowing from the east,2,,,,,,,,,,,,,,,"0,0",No precipitation,1,,,,
10.10.2017 12:00,"21,5","651,4",,"0,0",24,Wind blowing from the south-east,3,,,no clouds,,,,,,,,,,,"20,0","0,3",No precipitation,1,,,,
10.10.2017 11:00,"20,5","651,6",,"0,4",22,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"-2,1",No precipitation,1,,,,
10.10.2017 10:00,"21,1","651,5",,"0,6",22,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"-1,2",No precipitation,1,,,,
10.10.2017 09:00,"19,8","651,4",,"0,7",21,Wind blowing from the south-east,2,,,no clouds,,,,,,,,,,,"20,0","-2,9",,,,,,
10.10.2017 08:00,"18,0","651,2",,"0,7",25,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"-2,3",No precipitation,1,,,,
10.10.2017 07:00,"14,4","650,9",,"0,4",25,Wind blowing from the south,2,,,,,,,,,,,,,,,"-5,6",No precipitation,1,,,,
10.10.2017 06:00,"14,3","650,7",,"0,1",26,Wind blowing from the south,1,,,,,,,"14,2",,,,,,,,"-4,9",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
10.10.2017 05:00,"14,4","650,5",,"-0,4",26,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"-5,1",No precipitation,1,,,,
10.10.2017 04:00,"14,7","650,5",,"-0,6",24,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"-5,6",No precipitation,1,,,,
10.10.2017 03:00,"14,9","650,6",,"-0,6",27,Wind blowing from the south,1,,,,,,,,,,,,,,,"-4,2",,,,,,
10.10.2017 02:00,"15,1","650,9",,"-0,5",25,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"-5,0",No precipitation,1,,,,
10.10.2017 01:00,"15,6","651,1",,"-0,3",25,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"-4,6",No precipitation,1,,,,
10.10.2017 00:00,"15,6","651,2",,"-0,2",21,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"-6,5",No precipitation,6,,,,
09.10.2017 23:00,"15,6","651,4",,"0,2",30,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"-1,9",No precipitation,1,,,,
09.10.2017 22:00,"17,1","651,4",,"0,3",28,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"-1,6",No precipitation,1,,,,
09.10.2017 21:00,"17,2","651,4",,"0,3",27,Wind blowing from the west,4,,,,,,,,,,,,,,,"-1,8",,,,,,
09.10.2017 20:00,"17,3","651,2",,"0,4",30,Wind blowing from the west,6,,,,,,,,,,,,,,,"-0,3",No precipitation,1,,,,
09.10.2017 19:00,"17,8","651,1",,"0,1",30,Wind blowing from the west,7,,,,,,,,,,,,,,,"-0,1",No precipitation,1,,,,
09.10.2017 18:00,"18,1","651,1",,"0,0",29,Wind blowing from the west,6,,,,,,,,"24,4",,,,,,,"-0,2",No precipitation,12,,,,
09.10.2017 17:00,"20,0","650,8",,"-0,5",24,Wind blowing from the west,4,,,,,,,,,,,,,,,"-1,1",No precipitation,1,,,,
09.10.2017 16:00,"21,5","651,0",,"-0,5",19,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"-3,3",No precipitation,1,,,,
09.10.2017 15:00,"22,7","651,1",,"-0,8",18,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"-2,5",,,,,,
09.10.2017 14:00,"22,1","651,3",,"-0,7",20,Wind blowing from the north-west,3,,,no clouds,,,,,,,,,,,"15,0","-2,2",No precipitation,1,,,,
09.10.2017 13:00,"22,8","651,5",,"-0,5",19,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"-1,8",No precipitation,1,,,,
09.10.2017 12:00,"22,9","651,9",,"0,1",23,Wind blowing from the north-east,1,,,no clouds,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes.",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"10,0","0,5",No precipitation,1,,,,
09.10.2017 11:00,"22,9","652,0",,"0,4",21,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"-0,9",No precipitation,1,,,,
09.10.2017 10:00,"21,7","652,0",,"0,7",19,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"-2,7",No precipitation,1,,,,
09.10.2017 09:00,"20,0","651,8",,"0,7",19,Wind blowing from the west-northwest,2,,,no clouds,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes.",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"5,0","-4,1",,,,,,
09.10.2017 08:00,"18,4","651,6",,"0,5",22,Wind blowing from the west,3,,,,,,,,,,,,,,,"-3,6",No precipitation,1,,,,
09.10.2017 07:00,"16,6","651,3",,"0,2",20,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"-6,7",No precipitation,1,,,,
09.10.2017 06:00,"17,1","651,1",,"-0,1",21,Wind blowing from the west-northwest,2,,,,,,,"15,9",,,,,,,,"-5,5",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
09.10.2017 05:00,"16,9","651,1",,"-0,4",22,Wind blowing from the west,2,,,,,,,,,,,,,,,"-5,3",No precipitation,1,,,,
09.10.2017 04:00,"16,6","651,1",,"-0,6",22,Wind blowing from the west,2,,,,,,,,,,,,,,,"-5,0",No precipitation,1,,,,
09.10.2017 03:00,"15,9","651,2",,"-0,5",23,"Calm, no wind",0,,,,,,,,,,,,,,,"-5,4",,,,,,
09.10.2017 02:00,"16,3","651,5",,"-0,5",23,Wind blowing from the west,1,,,,,,,,,,,,,,,"-4,7",No precipitation,1,,,,
09.10.2017 01:00,"16,8","651,7",,"-0,3",22,Wind blowing from the west,2,,,,,,,,,,,,,,,"-5,3",No precipitation,1,,,,
09.10.2017 00:00,"16,4","651,7",,"-0,3",23,Wind blowing from the west,1,,,,,,,,,,,,,,,"-5,1",No precipitation,6,,,,
08.10.2017 23:00,"17,0","652,0",,"0,1",22,Wind blowing from the west,2,,,,,,,,,,,,,,,"-5,1",No precipitation,1,,,,
08.10.2017 22:00,"17,7","652,0",,"0,3",22,Wind blowing from the west,3,,,,,,,,,,,,,,,"-4,4",No precipitation,1,,,,
08.10.2017 21:00,"18,2","652,0",,"0,4",22,Wind blowing from the west,4,,,,,,,,,,,,,,,"-3,8",,,,,,
08.10.2017 20:00,"17,6","651,9",,"0,5",29,Wind blowing from the west,5,,,,,,,,,,,,,,,"-0,5",No precipitation,1,,,,
08.10.2017 19:00,"17,3","651,7",,"0,4",30,Wind blowing from the west,7,,,,,,,,,,,,,,,"-0,4",No precipitation,1,,,,
08.10.2017 18:00,"17,9","651,6",,"0,1",28,Wind blowing from the west-northwest,2,,,,,,,,"25,1",,,,,,,"-1,0",No precipitation,12,,,,
08.10.2017 17:00,"20,6","651,4",,"-0,2",24,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"-0,8",No precipitation,1,,,,
08.10.2017 16:00,"21,5","651,3",,"-0,5",19,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"-2,8",No precipitation,1,,,,
08.10.2017 15:00,"22,9","651,5",,"-0,7",20,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"-1,0",,,,,,
08.10.2017 14:00,"23,9","651,6",,"-0,7",17,Wind blowing from the east,3,,,,,,,,,,,,,,,"-2,7",No precipitation,1,,,,
08.10.2017 13:00,"23,4","651,8",,"-0,4",20,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"-1,0",No precipitation,1,,,,
08.10.2017 12:00,"23,1","652,2",,"0,3",19,Wind blowing from the east,2,,,,,,,,,,,,,,,"-1,7",No precipitation,6,,,,
08.10.2017 11:00,"21,7","652,3",,"0,6",21,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"-1,7",No precipitation,1,,,,
08.10.2017 10:00,"20,6","652,2",,"0,8",21,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"-2,3",No precipitation,1,,,,
08.10.2017 09:00,"20,2","651,9",,"0,6",22,Wind blowing from the east,1,,,,,,,,,,,,,,,"-2,4",,,,,,
08.10.2017 08:00,"18,6","651,7",,"0,4",19,Wind blowing from the east,1,,,,,,,,,,,,,,,"-5,7",No precipitation,1,,,,
08.10.2017 07:00,"16,5","651,4",,"0,3",14,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"-11,4",No precipitation,1,,,,
08.10.2017 06:00,"15,7","651,3",,"0,2",15,Wind blowing from the south-southeast,1,,,,,,,"14,1",,,,,,,,"-10,6",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
08.10.2017 05:00,"15,1","651,3",,"0,0",16,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"-10,3",No precipitation,1,,,,
08.10.2017 04:00,"15,3","651,1",,"-0,3",17,Wind blowing from the south,1,,,,,,,,,,,,,,,"-9,8",No precipitation,1,,,,
08.10.2017 03:00,"15,6","651,1",,"-0,4",17,Wind blowing from the east,1,,,,,,,,,,,,,,,"-9,3",,,,,,
08.10.2017 02:00,"15,3","651,3",,"-0,4",15,Wind blowing from the north,1,,,,,,,,,,,,,,,"-11,1",No precipitation,1,,,,
08.10.2017 01:00,"14,7","651,4",,"-0,3",15,"Calm, no wind",0,,,,,,,,,,,,,,,"-11,8",No precipitation,1,,,,
08.10.2017 00:00,"14,9","651,5",,"0,0",17,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"-10,3",No precipitation,6,,,,
07.10.2017 23:00,"14,9","651,7",,"0,3",16,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"-10,8",No precipitation,1,,,,
07.10.2017 22:00,"15,1","651,7",,"0,4",17,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"-9,9",No precipitation,1,,,,
07.10.2017 21:00,"15,8","651,5",,"0,3",16,Wind blowing from the east,2,,,,,,,,,,,,,,,"-10,1",,,,,,
07.10.2017 20:00,"14,9","651,4",,"0,4",18,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"-9,4",No precipitation,1,,,,
07.10.2017 19:00,"16,8","651,3",,"0,3",17,Wind blowing from the east,3,,,,,,,,,,,,,,,"-8,8",No precipitation,1,,,,
07.10.2017 18:00,"16,8","651,2",,"0,1",17,Wind blowing from the east-southeast,2,,,,,,,,"23,3",,,,,,,"-8,1",No precipitation,12,,,,
07.10.2017 17:00,"19,3","651,0",,"-0,2",16,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"-6,8",No precipitation,1,,,,
07.10.2017 16:00,"21,7","651,0",,"-0,4",14,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"-7,0",No precipitation,1,,,,
07.10.2017 15:00,"22,1","651,1",,"-0,7",16,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"-5,2",,,,,,
07.10.2017 14:00,"22,3","651,2",,"-0,8",13,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"-7,7",No precipitation,1,,,,
07.10.2017 13:00,"22,0","651,4",,"-0,6",13,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"-7,4",No precipitation,1,,,,
07.10.2017 12:00,"21,4","651,8",,"-0,2",18,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"-3,9",No precipitation,6,,,,
07.10.2017 11:00,"20,4","652,0",,"0,3",13,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"-8,6",No precipitation,1,,,,
07.10.2017 10:00,"19,0","652,0",,"0,3",14,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"-9,3",No precipitation,1,,,,
07.10.2017 09:00,"17,9","652,0",,"0,3",17,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"-7,6",,,,,,
07.10.2017 08:00,"15,8","651,7",,"0,0",33,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"-0,5",No precipitation,1,,,,
07.10.2017 07:00,"14,1","651,7",,"0,0",36,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"-1,0",No precipitation,1,,,,
07.10.2017 06:00,"12,9","651,7",,"0,0",49,Wind blowing from the east,2,,,,,,,"11,8",,,,,,,,"2,3",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
07.10.2017 05:00,"12,0","651,7",,"-0,3",48,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"1,2",No precipitation,1,,,,
07.10.2017 04:00,"14,1","651,7",,"-0,5",40,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"0,7",No precipitation,1,,,,
07.10.2017 03:00,"14,5","651,7",,"-0,7",43,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"2,0",,,,,,
07.10.2017 02:00,"15,2","652,0",,"-0,5",41,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"1,9",No precipitation,1,,,,
07.10.2017 01:00,"15,2","652,2",,"-0,2",41,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"2,1",No precipitation,1,,,,
07.10.2017 00:00,"15,1","652,4",,"0,1",39,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"1,2",No precipitation,6,,,,
06.10.2017 23:00,"14,9","652,5",,"0,2",38,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"0,5",No precipitation,1,,,,
06.10.2017 22:00,"16,3","652,4",,"0,2",34,Wind blowing from the east,3,,,,,,,,,,,,,,,"0,4",No precipitation,1,,,,
06.10.2017 21:00,"16,8","652,3",,"0,3",34,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"0,7",,,,,,
06.10.2017 20:00,"17,9","652,3",,"0,3",35,Wind blowing from the east,2,,,,,,,,,,,,,,,"2,1",No precipitation,1,,,,
06.10.2017 19:00,"17,8","652,2",,"0,2",37,Wind blowing from the north-northeast,4,,,,,,,,,,,,,,,"2,7",No precipitation,1,,,,
06.10.2017 18:00,"18,7","652,0",,"-0,1",33,Wind blowing from the north-northeast,3,,,,,,,,"25,7",,,,,,,"2,0",No precipitation,12,,,,
06.10.2017 17:00,"20,8","652,0",,"-0,3",31,Wind blowing from the north,4,,,,,,,,,,,,,,,"3,2",No precipitation,1,,,,
06.10.2017 16:00,"22,8","652,0",,"-0,6",31,Wind blowing from the north,4,,,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
06.10.2017 15:00,"23,9","652,1",,"-0,8",29,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"4,9",,,,,,
06.10.2017 14:00,"24,8","652,3",,"-0,7",31,Wind blowing from the north,3,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
06.10.2017 13:00,"24,8","652,6",,"-0,4",31,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
06.10.2017 12:00,"24,1","652,9",,"0,0",35,Wind blowing from the east,2,,,,,,,,,,,,,,,"7,5",No precipitation,6,,,,
06.10.2017 11:00,"23,8","653,0",,"0,4",35,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
06.10.2017 10:00,"25,0","653,0",,"0,7",31,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
06.10.2017 09:00,"22,9","652,9",,"0,7",29,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,1",,,,,,
06.10.2017 08:00,"21,2","652,6",,"0,4",32,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"4,0",No precipitation,1,,,,
06.10.2017 07:00,"17,3","652,3",,"0,0",38,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"2,9",No precipitation,1,,,,
06.10.2017 06:00,"18,5","652,2",,"-0,1",29,Wind blowing from the west-northwest,3,,,,,,,"16,9",,,,,,,,"0,2",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
06.10.2017 05:00,"17,8","652,2",,"-0,4",36,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"2,3",No precipitation,1,,,,
06.10.2017 04:00,"17,5","652,3",,"-0,4",42,Wind blowing from the west,5,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
06.10.2017 03:00,"17,7","652,3",,"-0,6",46,Wind blowing from the west,6,,,,,,,,,,,,,,,"6,0",,,,,,
06.10.2017 02:00,"17,8","652,6",,"-0,5",48,Wind blowing from the west,6,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
06.10.2017 01:00,"18,0","652,7",,"-0,5",47,Wind blowing from the west,6,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
06.10.2017 00:00,"18,4","652,9",,"0,0",45,Wind blowing from the west,6,,,,,,,,,,,,,,,"6,3",No precipitation,6,,,,
05.10.2017 23:00,"18,7","653,1",,"0,2",44,Wind blowing from the west,6,,,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
05.10.2017 22:00,"18,7","653,2",,,38,Wind blowing from the west,6,,,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
05.10.2017 21:00,"18,8","652,9",,"0,2",37,Wind blowing from the west,6,,,,,,,,,,,,,,,"3,7",,,,,,
05.10.2017 20:00,"19,2","652,9",,"0,1",40,Wind blowing from the west,6,,,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
05.10.2017 18:00,"19,7","652,7",,"-0,2",47,Wind blowing from the west,5,,,,,,,,"26,1",,,,,,,"7,9",No precipitation,12,,,,
