Local time in Castelo do Neiva,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.12.2017 13:00,"13,9","773,8","778,2","-0,5",62,Wind blowing from the north,1,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
21.12.2017 12:00,"13,3","774,4","778,8","0,9",62,Wind blowing from the north,1,,5,no clouds,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"20,0","6,0",No precipitation,1,,,,
21.12.2017 11:00,"10,1","774,5","779,0","1,3",70,Wind blowing from the north,2,,5,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
21.12.2017 10:00,"7,6","774,3","778,8","1,4",80,Wind blowing from the north,3,,5,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
21.12.2017 09:00,"4,4","773,5","778,1","1,1",93,Wind blowing from the north,2,,,no clouds,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"20,0","3,4",,,,,,
21.12.2017 08:00,"3,8","773,2","777,7","0,8",95,Wind blowing from the north,2,,5,,,,,,,,,,,,,"3,0",No precipitation,1,,,,
21.12.2017 07:00,"4,5","772,9","777,4","0,6",93,Wind blowing from the north,3,,6,,,,,,,,,,,,,"3,5",No precipitation,1,,,,
21.12.2017 06:00,"3,9","772,4","777,0","0,4",97,Wind blowing from the north,2,,,,,,,"3,4",,,,,,,,"3,4",,,Surface of ground moist.,"0,0",,
21.12.2017 05:00,"4,2","772,4","776,9","0,5",96,Wind blowing from the north,2,,,,,,,,,,,,,,,"3,6",No precipitation,1,,,,
21.12.2017 04:00,"4,5","772,3","776,8","0,5",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,0",No precipitation,1,,,,
21.12.2017 03:00,"5,1","772,0","776,6","0,0",95,Wind blowing from the north,3,,5,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
21.12.2017 02:00,"5,4","771,9","776,4","0,1",96,Wind blowing from the north,3,,6,,,,,,,,,,,,,"4,8",No precipitation,1,,,,
21.12.2017 01:00,"5,4","771,8","776,4","0,0",99,Wind blowing from the north,3,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
21.12.2017 00:00,"5,2","772,0","776,5","0,4",99,Wind blowing from the north,3,,,,,,,,,,,,,,,"5,0",No precipitation,1,,,,
20.12.2017 23:00,"5,8","771,8","776,4","0,4",97,Wind blowing from the north,3,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
20.12.2017 22:00,"5,6","771,8","776,4","0,3",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
20.12.2017 21:00,"5,6","771,6","776,2","0,3",95,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,9",No precipitation,12,,,,
20.12.2017 20:00,"6,4","771,4","775,9","0,3",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
20.12.2017 19:00,"7,3","771,5","776,0","0,4",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
20.12.2017 18:00,"10,1","771,3","775,7","0,4",91,Wind blowing from the north,2,,,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,"13,5","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","16,0","8,7",No precipitation,1,,,,
20.12.2017 17:00,"11,3","771,1","775,5","0,0",86,Wind blowing from the north,2,,,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
20.12.2017 16:00,"12,7","771,1","775,5","-0,3",79,Wind blowing from the north,2,,,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
20.12.2017 15:00,"12,9","770,9","775,3","-0,8",60,Wind blowing from the north,2,,,no clouds,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"20,0","5,3",No precipitation,1,,,,
20.12.2017 14:00,"13,0","771,1","775,5","-1,1",68,Wind blowing from the north,2,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
20.12.2017 13:00,"13,3","771,4","775,7","-0,7",66,Wind blowing from the north,1,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
20.12.2017 12:00,"12,3","771,7","776,1","0,0",74,Wind blowing from the north,1,,,no clouds,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"18,0","7,8",No precipitation,1,,,,
20.12.2017 11:00,"9,0","772,2","776,7","0,9",95,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,3",No precipitation,1,,,,
20.12.2017 10:00,"6,5","772,1","776,6","1,2",99,Wind blowing from the north,2,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
20.12.2017 09:00,"4,8","771,7","776,3","0,9",99,Wind blowing from the north,2,,5,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","18,0","4,7",,,,,,
20.12.2017 08:00,"4,3","771,3","775,8","0,7",100,Wind blowing from the north,3,,,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
20.12.2017 07:00,"4,0","770,9","775,5","0,4",99,Wind blowing from the north,3,,,,,,,,,,,,,,,"3,8",No precipitation,1,,,,
20.12.2017 06:00,"4,1","770,8","775,3","0,4",99,Wind blowing from the east-southeast,3,,,,,,,"3,3",,,,,,,,"4,0","0,1",12,Surface of ground moist.,"0,0",,
20.12.2017 05:00,"5,1","770,6","775,1","0,3",98,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,8",No precipitation,1,,,,
20.12.2017 04:00,"5,8","770,5","775,0","0,0",99,Wind blowing from the north,3,,,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
20.12.2017 03:00,"6,1","770,4","774,9","0,0",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
20.12.2017 02:00,"6,6","770,3","774,8","0,1",98,Wind blowing from the north,2,,5,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
20.12.2017 01:00,"7,3","770,5","775,0","0,6",97,Wind blowing from the north,3,,,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
20.12.2017 00:00,"8,0","770,4","774,9","0,6",96,Wind blowing from the north,3,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
19.12.2017 23:00,"8,6","770,2","774,7","0,6",95,Wind blowing from the north,3,,,,,,,,,,,,,,,"7,9",No precipitation,1,,,,
19.12.2017 22:00,"8,8","769,9","774,4","0,7",95,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
19.12.2017 21:00,"9,2","769,8","774,3","0,8",94,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,3",No precipitation,12,,,,
19.12.2017 20:00,"9,8","769,6","774,0","1,0",95,Wind blowing from the north,3,,,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
19.12.2017 19:00,"11,2","769,2","773,6","0,7",86,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,9",No precipitation,1,,,,
19.12.2017 18:00,"11,4","769,0","773,4","0,6",90,Wind blowing from the north,1,,,no clouds,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,"17,5",,,,,,"20,0","9,8",No precipitation,1,,,,
19.12.2017 17:00,"12,9","768,6","772,9","0,1",87,"Calm, no wind",0,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
19.12.2017 16:00,"15,0","768,5","772,9","-0,4",78,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
19.12.2017 15:00,"16,8","768,4","772,7","-1,2",68,Wind blowing from the north,2,,5,no clouds,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"20,0","10,8",No precipitation,1,,,,
19.12.2017 14:00,"16,9","768,5","772,9","-1,2",67,Wind blowing from the north,2,,5,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
19.12.2017 13:00,"16,5","768,9","773,2","-1,0",69,Wind blowing from the north,2,,6,,,,,,,,,,,,,"10,8",No precipitation,1,,,,
19.12.2017 12:00,"16,3","769,6","773,9","0,1",74,Wind blowing from the north,2,,7,no clouds,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"20,0","11,7",No precipitation,1,,,,
19.12.2017 11:00,"14,5","769,7","774,1","1,0",88,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
19.12.2017 10:00,"12,2","769,9","774,2","1,0",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
19.12.2017 09:00,"10,4","769,5","773,9","0,5",97,Wind blowing from the north,1,,5,no clouds,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"20,0","9,9",,,,,,
19.12.2017 08:00,"10,1","768,7","773,2","-0,3",98,Wind blowing from the north,2,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
19.12.2017 07:00,"8,9","768,9","773,3","-0,1",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"8,7",No precipitation,1,,,,
19.12.2017 06:00,"7,7","769,0","773,5","-0,1",99,Wind blowing from the north,2,,,,,,,"6,7",,,,,,,,"7,5",,,Surface of ground moist.,"3,0",,
19.12.2017 05:00,"8,6","769,0","773,5","-0,3",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"8,4",No precipitation,1,,,,
19.12.2017 04:00,"7,4","769,0","773,5","-0,7",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
19.12.2017 03:00,"7,9","769,1","773,6","-1,0",97,"Calm, no wind",0,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
19.12.2017 02:00,"6,9","769,3","773,8","-1,1",98,"Calm, no wind",0,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
19.12.2017 01:00,"8,2","769,7","774,2","-0,7",97,"Calm, no wind",0,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
19.12.2017 00:00,"7,5","770,1","774,5","-0,4",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
18.12.2017 23:00,"7,4","770,4","774,8","-0,1",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"6,5",No precipitation,1,,,,
18.12.2017 22:00,"7,5","770,4","774,9","0,2",90,Wind blowing from the north,1,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
18.12.2017 21:00,"7,7","770,5","775,0","0,4",91,"Calm, no wind",0,,,,,,,,,,,,,,,"6,3",No precipitation,12,,,,
18.12.2017 20:00,"8,2","770,5","775,0","0,6",86,Wind blowing from the north,1,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
18.12.2017 19:00,"9,0","770,2","774,7","0,3",81,Wind blowing from the north,1,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
18.12.2017 18:00,"9,7","770,1","774,5","0,0",78,Wind blowing from the north,1,,,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,"12,5","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","16,0","6,0",No precipitation,1,,,,
18.12.2017 17:00,"11,0","769,9","774,4","-0,6",75,Wind blowing from the north,1,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
18.12.2017 16:00,"12,2","769,9","774,3","-1,2",68,Wind blowing from the north,1,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
18.12.2017 15:00,"11,9","770,1","774,5","-1,8",65,Wind blowing from the north,1,,,"10% or less, but not 0",Clouds generally forming or developing.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","5,4",No precipitation,1,,,,
18.12.2017 14:00,"11,3","770,5","775,0","-2,0",70,"Calm, no wind",0,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
18.12.2017 13:00,"10,7","771,1","775,5","-1,3",70,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
18.12.2017 12:00,"10,4","771,9","776,4","-0,3",68,Wind blowing from the north,1,,,no clouds,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"20,0","4,6",No precipitation,1,,,,
18.12.2017 11:00,"6,7","772,5","777,0","0,5",85,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
18.12.2017 10:00,"4,0","772,4","777,0","0,5",91,Wind blowing from the north,3,,6,,,,,,,,,,,,,"2,7",No precipitation,1,,,,
18.12.2017 09:00,"2,1","772,2","776,8","0,3",96,Wind blowing from the south-east,3,,5,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","16,0","1,5",,,,,,
18.12.2017 08:00,"1,4","772,0","776,6","-0,2",98,Wind blowing from the south-east,3,,5,,,,,,,,,,,,,"1,1",No precipitation,1,,,,
18.12.2017 07:00,"1,4","771,9","776,5","-0,3",98,Wind blowing from the north,3,,6,,,,,,,,,,,,,"1,1",No precipitation,1,,,,
18.12.2017 06:00,"1,1","771,9","776,5","-0,4",98,Wind blowing from the south-east,2,,,,,,,"1,0",,,,,,,,"0,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"-2,0",,
18.12.2017 05:00,"1,3","772,2","776,8","0,1",97,Wind blowing from the south-east,3,,5,,,,,,,,,,,,,"0,9",No precipitation,1,,,,
18.12.2017 04:00,"1,9","772,2","776,8","0,1",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"1,4",No precipitation,1,,,,
18.12.2017 03:00,"2,5","772,3","776,9","-0,2",98,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"2,2",No precipitation,1,,,,
18.12.2017 02:00,"2,0","772,1","776,7","-0,2",97,Wind blowing from the south-east,3,,5,,,,,,,,,,,,,"1,6",No precipitation,1,,,,
18.12.2017 01:00,"2,6","772,1","776,7","0,2",97,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"2,1",No precipitation,1,,,,
18.12.2017 00:00,"2,8","772,5","777,1","1,0",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"2,4",No precipitation,1,,,,
17.12.2017 23:00,"3,1","772,3","776,9","0,9",99,Wind blowing from the north,3,,5,,,,,,,,,,,,,"2,9",No precipitation,1,,,,
17.12.2017 22:00,"3,3","771,9","776,4","0,8",99,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"3,2",No precipitation,1,,,,
17.12.2017 21:00,"3,7","771,5","776,0","0,8",97,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"3,2",No precipitation,12,,,,
17.12.2017 20:00,"3,9","771,4","775,9","0,9",95,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"3,2",No precipitation,1,,,,
17.12.2017 19:00,"4,6","771,1","775,6","0,7",91,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
17.12.2017 18:00,"6,3","770,7","775,3","0,6",85,"Calm, no wind",0,,,,,,,,"11,3",,,,,,,"4,0",No precipitation,1,,,,
17.12.2017 17:00,"8,0","770,5","775,0","0,4",78,"Calm, no wind",0,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
17.12.2017 16:00,"10,1","770,4","774,8","0,1",67,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,1",No precipitation,1,,,,
17.12.2017 15:00,"10,6","770,1","774,5","-0,7",65,Wind blowing from the north,2,,5,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
17.12.2017 14:00,"10,6","770,1","774,5","-1,0",68,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,8",No precipitation,1,,,,
17.12.2017 13:00,"11,0","770,3","774,7","-0,8",52,Wind blowing from the north,1,,,,,,,,,,,,,,,"1,4",No precipitation,1,,,,
17.12.2017 12:00,"9,2","770,8","775,3","0,0",67,Wind blowing from the north,1,,,,,,,,,,,,,,,"3,4",No precipitation,1,,,,
17.12.2017 11:00,"6,9","771,1","775,6","1,0",79,Wind blowing from the north,2,,,,,,,,,,,,,,,"3,5",No precipitation,1,,,,
17.12.2017 10:00,"4,4","771,1","775,6","1,4",91,Wind blowing from the north,2,,6,,,,,,,,,,,,,"3,0",No precipitation,1,,,,
17.12.2017 09:00,"3,3","770,8","775,4","1,5",91,Wind blowing from the north,3,,5,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
17.12.2017 08:00,"2,4","770,1","774,7","1,1",95,Wind blowing from the south-east,3,,5,,,,,,,,,,,,,"1,6",No precipitation,1,,,,
17.12.2017 07:00,"2,3","769,7","774,3","0,7",97,Wind blowing from the south-east,3,,6,,,,,,,,,,,,,"1,8",No precipitation,1,,,,
17.12.2017 06:00,"1,8","769,3","773,9","0,4",97,Wind blowing from the south-east,2,,,,,,,"1,6",,,,,,,,"1,3",,,Surface of ground moist.,"-1,0",,
17.12.2017 05:00,"2,7","769,0","773,5","0,2",95,Wind blowing from the south-east,2,,6,,,,,,,,,,,,,"1,9",No precipitation,1,,,,
17.12.2017 04:00,"2,6","769,0","773,5","0,1",97,Wind blowing from the south-east,3,5,5,,,,,,,,,,,,,"2,2",No precipitation,1,,,,
17.12.2017 03:00,"2,9","768,9","773,5","-0,1",95,Wind blowing from the north,2,,,,,,,,,,,,,,,"2,2",No precipitation,1,,,,
17.12.2017 02:00,"3,4","768,8","773,4","0,3",93,Wind blowing from the north,3,,,,,,,,,,,,,,,"2,3",No precipitation,1,,,,
17.12.2017 01:00,"4,1","768,9","773,4","0,5",91,Wind blowing from the north,1,,,,,,,,,,,,,,,"2,8",No precipitation,1,,,,
17.12.2017 00:00,"4,9","769,0","773,5","0,6",90,Wind blowing from the north,2,,,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
16.12.2017 23:00,"6,1","768,5","773,0","0,6",82,Wind blowing from the north,1,,5,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
16.12.2017 22:00,"5,8","768,4","772,9","0,9",85,Wind blowing from the north,2,,,,,,,,,,,,,,,"3,5",No precipitation,1,,,,
16.12.2017 21:00,"6,5","768,4","772,9","1,5",83,Wind blowing from the north,1,,,,,,,,,,,,,,,"3,8",No precipitation,12,,,,
16.12.2017 20:00,"6,6","767,9","772,4","1,6",87,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
16.12.2017 19:00,"8,2","767,5","772,0","1,7",78,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
16.12.2017 18:00,"6,7","766,9","771,4","1,3",92,Wind blowing from the north,1,,,,,,,,"12,9",,,,,,,"5,5",No precipitation,1,,,,
16.12.2017 17:00,"9,1","766,3","770,8","0,8",78,Wind blowing from the north,1,,5,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
16.12.2017 16:00,"11,0","765,8","770,2","0,1",69,Wind blowing from the north,1,,6,,,,,,,,,,,,,"5,5",No precipitation,1,,,,
16.12.2017 15:00,"12,0","765,6","769,9","-0,2",63,Wind blowing from the north,2,,6,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
16.12.2017 14:00,"12,6","765,5","769,9","-0,6",61,Wind blowing from the north,2,,7,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
16.12.2017 13:00,"11,9","765,7","770,1","0,0",61,Wind blowing from the south-east,3,6,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
16.12.2017 12:00,"11,9","765,8","770,2","0,8",65,Wind blowing from the north,2,,5,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
16.12.2017 11:00,"8,7","766,1","770,5","1,7",82,"Calm, no wind",0,,,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
16.12.2017 10:00,"5,9","765,7","770,2","2,0",98,"Calm, no wind",0,,,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
16.12.2017 09:00,"4,6","765,0","769,4","1,8",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
16.12.2017 08:00,"3,0","764,4","768,9","1,3",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"3,0",No precipitation,1,,,,
16.12.2017 07:00,"4,2","763,7","768,2","0,6",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"3,9",No precipitation,1,,,,
16.12.2017 06:00,"3,3","763,2","767,8","0,2",98,Wind blowing from the north,1,,,,,,,"2,9",,,,,,,,"3,0",,,Surface of ground moist.,"1,0",,
16.12.2017 05:00,"4,1","763,1","767,6","0,4",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
16.12.2017 04:00,"3,7","763,1","767,6","0,5",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"3,4",No precipitation,1,,,,
16.12.2017 03:00,"4,4","763,0","767,5","0,3",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
16.12.2017 02:00,"4,1","762,7","767,2","0,5",95,Wind blowing from the north,1,,,,,,,,,,,,,,,"3,4",No precipitation,1,,,,
16.12.2017 01:00,"5,4","762,6","767,1","0,6",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
16.12.2017 00:00,"4,7","762,7","767,2","1,1",97,"Calm, no wind",0,,,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
15.12.2017 23:00,"5,0","762,2","766,7","0,9",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
15.12.2017 22:00,"5,5","762,0","766,5","1,2",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
15.12.2017 21:00,"6,1","761,6","766,1","1,3",95,Wind blowing from the north,1,,,,,,,,,,,,,,,"5,4",No precipitation,12,,,,
15.12.2017 20:00,"6,0","761,3","765,8","1,6",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"5,0",No precipitation,1,,,,
15.12.2017 19:00,"6,7","760,8","765,2","1,4",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"5,0",No precipitation,1,,,,
15.12.2017 18:00,"7,3","760,3","764,7","1,4",90,Wind blowing from the north,1,,,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,"12,8","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","16,0","5,7",No precipitation,1,,,,
15.12.2017 17:00,"8,6","759,7","764,2","1,0",85,"Calm, no wind",0,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
15.12.2017 16:00,"10,5","759,4","763,8","0,6",72,Wind blowing from the north,1,,6,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
15.12.2017 15:00,"11,6","758,9","763,3","-0,1",64,Wind blowing from the north,2,6,6,40%.,Clouds generally dissolving or becoming less developed.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","16,0","5,0",No precipitation,1,,,,
15.12.2017 14:00,"11,9","758,7","763,0","-0,4",66,Wind blowing from the north,1,6,6,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
15.12.2017 13:00,"12,0","758,8","763,2","0,3",67,Wind blowing from the north,2,6,8,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
15.12.2017 12:00,"11,4","759,0","763,3","1,2",76,Wind blowing from the north,1,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,,,"12,0","7,2",No precipitation,1,,,,
15.12.2017 11:00,"11,6","759,1","763,4","1,2",85,Wind blowing from the north,1,,6,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
15.12.2017 10:00,"10,8","758,5","763,0","0,9",97,"Calm, no wind",0,,,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
15.12.2017 09:00,"10,0","757,8","762,2","0,8",100,Wind blowing from the north,1,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","10,0",,,,,,
15.12.2017 08:00,"9,3","757,9","762,3","0,7",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
15.12.2017 07:00,"10,9","757,6","762,0","-0,1",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
15.12.2017 06:00,"11,2","757,0","761,4","-1,2",100,Wind blowing from the north,1,,,,,,,"10,8",,,,,,,,"11,2",4,12,Surface of ground moist.,"9,0",,
15.12.2017 05:00,"11,6","757,2","761,5","-1,3",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,6","0,2",1,,,,
15.12.2017 04:00,"12,0","757,7","762,1","-1,1",99,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,9",2,1,,,,
15.12.2017 03:00,"12,2","758,2","762,5","-1,3",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,0",1,1,,,,
15.12.2017 02:00,"12,2","758,5","762,8","-1,5",100,Wind blowing from the north,1,,5,,,,,,,,,,,,,"12,2","0,8",1,,,,
15.12.2017 01:00,"12,3","758,8","763,2","-1,3",99,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,2","0,2",1,,,,
