Local time in Lisbon,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.05.2017 07:00,"15,8",,,,81,Wind blowing from the south-southwest,5,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
05.05.2017 06:00,"15,0",,,,87,Wind blowing from the south-west,3,,,,,,,"13,4",,,,,,,,"12,9",11,12,,,,
05.05.2017 05:00,"14,6",,,,89,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
05.05.2017 04:00,"14,0",,,,90,Wind blowing from the south-west,3,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
05.05.2017 03:00,"14,1",,,,93,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
05.05.2017 02:00,"13,9",,,,97,Wind blowing from the south-west,3,,,,,,,,,,,,,,,"13,4",4,1,,,,
05.05.2017 01:00,"13,9",,,,95,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"13,1",3,1,,,,
05.05.2017 00:00,"13,6",,,,92,Wind blowing from the west-southwest,6,,,,,,,,,,,,,,,"12,3",4,6,,,,
04.05.2017 23:00,"15,3",,,,94,Wind blowing from the west,2,,,,,,,,,,,,,,,"14,4","0,9",1,,,,
04.05.2017 22:00,"16,5",,,,83,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
04.05.2017 21:00,"17,4",,,,85,Wind blowing from the south-southwest,5,,,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
04.05.2017 20:00,"17,7",,,,81,Wind blowing from the south-west,5,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
04.05.2017 19:00,"18,0",,,,78,Wind blowing from the south-southwest,3,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
04.05.2017 18:00,"17,9",,,,78,Wind blowing from the west-southwest,5,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
04.05.2017 17:00,"17,9",,,,74,Wind blowing from the west-southwest,6,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
04.05.2017 16:00,"18,9",,,,70,Wind blowing from the south-west,5,,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
04.05.2017 15:00,"19,9",,,,65,Wind blowing from the south-west,7,,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
04.05.2017 14:00,"20,4",,,,68,Wind blowing from the south-west,7,,,,,,,,,,,,,,,"14,2",,,,,,
04.05.2017 11:00,"20,9","746,2","755,2","-0,1",62,Wind blowing from the south-southwest,4,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
04.05.2017 10:00,"19,0","746,2","755,2","0,1",70,Wind blowing from the south-southwest,6,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
04.05.2017 09:00,"17,5","746,2","755,4","0,0",79,Wind blowing from the south-southwest,5,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
04.05.2017 08:00,"17,6","746,3","755,5","0,0",77,Wind blowing from the south-southwest,4,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
04.05.2017 07:00,"17,1","746,1","755,2","-0,4",78,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
04.05.2017 06:00,"17,6","746,2","755,3","-0,5",69,Wind blowing from the south,3,,,,,,,"16,3",,,,,,,,"11,8",No precipitation,12,,,,
04.05.2017 05:00,"16,5","746,3","755,5","-0,2",67,Wind blowing from the south,1,,,,,,,,,,,,,,,"10,2",No precipitation,1,,,,
04.05.2017 04:00,"18,4","746,5","755,5","-0,5",54,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"8,9",No precipitation,1,,,,
04.05.2017 03:00,"17,6","746,7","755,8","-0,6",54,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
04.05.2017 02:00,"18,1","746,5","755,5","-1,2",52,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
04.05.2017 01:00,"18,6","747,0","756,1","-1,0",51,Wind blowing from the west,2,,,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
04.05.2017 00:00,"19,0","747,3","756,4","-0,9",53,Wind blowing from the east,1,,,,,,,,,,,,,,,"9,1",No precipitation,6,,,,
03.05.2017 23:00,"20,0","747,7","756,8","-0,3",43,Wind blowing from the west,1,,,,,,,,,,,,,,,"7,0",No precipitation,1,,,,
03.05.2017 22:00,"20,3","748,0","757,1",,44,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
03.05.2017 21:00,"21,0","748,2","757,2","0,5",41,Wind blowing from the west,2,,,,,,,,,,,,,,,"7,1",No precipitation,12,,,,
03.05.2017 20:00,"21,8","748,0","757,0","0,2",40,Wind blowing from the west,2,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
03.05.2017 18:00,"24,7","747,7","756,7","-0,4",37,Wind blowing from the west,4,,,,,,,,"29,6",,,,,,,"9,0",No precipitation,12,,,,
03.05.2017 17:00,"26,3","747,8","756,7","-0,9",35,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
03.05.2017 16:00,"28,9","747,8","756,7","-1,4",30,Wind blowing from the south-west,3,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
03.05.2017 15:00,"28,8","748,1","756,9","-1,6",29,Wind blowing from the south,2,,,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
03.05.2017 14:00,"28,4","748,7","757,6","-1,5",30,Wind blowing from the east,2,,,,,,,,,,,,,,,"9,3",No precipitation,1,,,,
03.05.2017 13:00,"27,1","749,2","758,1","-1,2",34,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
03.05.2017 12:00,"25,2","749,7","758,6","-0,8",38,Wind blowing from the east-northeast,2,,,70 – 80%.,State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,"20,0","9,9",No precipitation,6,,,,
03.05.2017 11:00,"23,0","750,2","759,2","-0,6",45,Wind blowing from the east,2,,,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
03.05.2017 10:00,"20,3","750,4","759,4","-0,5",46,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"8,4",No precipitation,1,,,,
03.05.2017 09:00,"18,6","750,5","759,7","0,1",50,Wind blowing from the east-northeast,3,,,70 – 80%.,State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus covering the whole sky.,"15,0","7,8",,,,,,
03.05.2017 08:00,"17,3","750,8","760,0","0,4",53,Wind blowing from the east-northeast,4,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
03.05.2017 07:00,"15,9","750,9","760,1","0,5",55,Wind blowing from the east-northeast,4,,,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
03.05.2017 06:00,"15,1","750,4","759,7","-0,3",45,Wind blowing from the east-northeast,4,,,,,,,"13,1",,,,,,,,"3,2",No precipitation,12,,,,
03.05.2017 05:00,"14,4","750,4","759,7","-0,4",38,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"0,3",No precipitation,1,,,,
03.05.2017 04:00,"13,5","750,4","759,8","-1,2",46,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
03.05.2017 03:00,"14,1","750,7","760,0","-1,4",49,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"3,6",No precipitation,1,,,,
03.05.2017 02:00,"15,3","750,8","760,0","-1,5",28,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"-3,0",No precipitation,1,,,,
03.05.2017 01:00,"17,2","751,6","760,8","-1,0",24,Wind blowing from the north,2,,,,,,,,,,,,,,,"-3,9",No precipitation,1,,,,
03.05.2017 00:00,"16,3","752,1","761,3","-0,5",15,Wind blowing from the north,1,,,,,,,,,,,,,,,"-10,3",No precipitation,6,,,,
02.05.2017 23:00,"16,9","752,3","761,5","-0,1",15,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"-9,9",No precipitation,1,,,,
02.05.2017 22:00,"17,5","752,6","761,8","0,2",20,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"-5,9",No precipitation,1,,,,
02.05.2017 21:00,"17,8","752,6","761,8","0,1",23,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"-3,8",No precipitation,12,,,,
02.05.2017 20:00,"18,3","752,4","761,5",,27,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"-1,2",No precipitation,1,,,,
02.05.2017 19:00,"19,8","752,4","761,5","-0,4",33,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"3,0",No precipitation,1,,,,
02.05.2017 18:00,"21,8","752,5","761,5","-0,9",29,Wind blowing from the north-northwest,4,,,,,,,,"26,0",,,,,,,"2,9",No precipitation,12,,,,
02.05.2017 16:00,"25,1","752,8","761,8","-1,2",18,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"-1,2",No precipitation,1,,,,
02.05.2017 15:00,"25,3","753,4","762,4","-1,0",18,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"-0,7",No precipitation,1,,,,
02.05.2017 14:00,"24,8","753,7","762,7","-1,2",20,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"0,0",No precipitation,1,,,,
02.05.2017 13:00,"23,2","754,0","763,0","-1,2",16,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"-3,7",No precipitation,1,,,,
02.05.2017 12:00,"21,5","754,4","763,6","-1,0",34,Wind blowing from the east,2,,,40%.,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","5,0",No precipitation,6,,,,
02.05.2017 11:00,"19,5","754,9","764,1","-0,5",40,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"5,5",No precipitation,1,,,,
02.05.2017 10:00,"17,8","755,2","764,5","-0,1",52,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
02.05.2017 09:00,"15,7","755,4","764,7","0,2",59,Wind blowing from the north-east,3,,,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","7,6",,,,,,
02.05.2017 08:00,"13,9","755,4","764,7","0,1",65,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
02.05.2017 07:00,"12,2","755,3","764,8","-0,2",70,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
02.05.2017 06:00,"9,9","755,2","764,7","-0,4",80,Wind blowing from the north-east,2,,,,,,,"9,6",,,,,,,,"6,6",No precipitation,12,,,,
02.05.2017 05:00,"10,0","755,3","764,8","-0,6",72,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
02.05.2017 04:00,"10,7","755,5","764,9","-0,7",68,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,0",No precipitation,1,,,,
02.05.2017 03:00,"11,4","755,6","765,1","-1,0",66,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
02.05.2017 02:00,"11,6","755,9","765,4","-0,8",68,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
02.05.2017 01:00,"11,5","756,2","765,7","-0,8",71,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
02.05.2017 00:00,"11,9","756,6","766,0","-0,2",71,Wind blowing from the north,2,,,,,,,,,,,,,,,"6,7",No precipitation,6,,,,
01.05.2017 23:00,"12,0","756,7","766,2","0,1",68,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
01.05.2017 22:00,"12,6","757,0","766,3","0,4",67,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"6,5",No precipitation,1,,,,
01.05.2017 21:00,"13,2","756,8","766,3","0,2",65,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
01.05.2017 20:00,"13,8","756,6","766,0","-0,2",62,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"6,5",No precipitation,1,,,,
01.05.2017 19:00,"15,3","756,6","765,9",,55,Wind blowing from the north-northwest,5,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
01.05.2017 18:00,"17,0","756,6","765,9","-0,4",50,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
01.05.2017 17:00,"18,4","756,8","766,0","-0,8",49,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
01.05.2017 15:00,"19,2","757,0","766,2","-0,9",46,Wind blowing from the south-southwest,4,,,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
01.05.2017 14:00,"18,2","757,6","766,8","-0,6",48,Wind blowing from the south,3,,,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
01.05.2017 13:00,"18,0","757,8","767,0","-0,4",51,Wind blowing from the east,3,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
01.05.2017 12:00,"16,8","757,9","767,2","-0,3",51,Wind blowing from the east,3,,,,,,,,,,,,,,,"6,5",No precipitation,6,,,,
01.05.2017 11:00,"16,0","758,2","767,6","0,2",55,Wind blowing from the east,3,,,,,,,,,,,,,,,"7,0",No precipitation,1,,,,
01.05.2017 10:00,"14,8","758,2","767,6","0,5",57,Wind blowing from the east,3,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
01.05.2017 09:00,"14,3","758,2","767,5","0,9",60,Wind blowing from the east,3,,,,,,,,,,,,,,,"6,5",No precipitation,1,,,,
01.05.2017 08:00,"13,2","758,0","767,4","0,8",68,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
01.05.2017 07:00,"12,0","757,7","767,2","0,6",69,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"6,5",No precipitation,1,,,,
01.05.2017 06:00,"10,6","757,3","766,9","0,3",72,Wind blowing from the north-northeast,1,,,,,,,"10,2",,,,,,,,"5,7",No precipitation,12,,,,
01.05.2017 05:00,"10,7","757,2","766,7","0,2",72,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
01.05.2017 04:00,"10,9","757,1","766,6","0,1",69,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
01.05.2017 03:00,"10,9","757,0","766,4","0,3",71,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
01.05.2017 02:00,"11,2","757,0","766,4","0,5",72,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
01.05.2017 01:00,"11,2","757,0","766,5","0,6",70,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
01.05.2017 00:00,"11,4","756,7","766,2","0,6",69,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"5,8",No precipitation,6,,,,
30.04.2017 23:00,"11,9","756,5","766,0","1,2",66,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
30.04.2017 22:00,"11,9","756,4","765,9","1,7",67,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
30.04.2017 21:00,"12,6","756,1","765,4","1,8",66,Wind blowing from the north,2,,,,,,,,,,,,,,,"6,4","0,2",12,,,,
30.04.2017 20:00,"13,3","755,3","764,7","1,3",64,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
30.04.2017 19:00,"13,9","754,7","764,0","1,0",62,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
30.04.2017 18:00,"14,7","754,3","763,6","0,7",59,Wind blowing from the north-northwest,5,,,,,,,,"17,9",,,,,,,"6,7",4,12,,,,
30.04.2017 17:00,"16,0","754,0","763,3","0,7",55,Wind blowing from the north-northwest,5,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
30.04.2017 16:00,"17,0","753,7","763,0","0,7",48,Wind blowing from the north-west,6,,,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
30.04.2017 15:00,"17,6","753,6","762,7","1,0",48,Wind blowing from the north-west,6,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
30.04.2017 14:00,"16,8","753,3","762,5","0,8",56,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
30.04.2017 13:00,"16,2","753,0","762,2","1,1",70,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"10,6","0,2",1,,,,
30.04.2017 12:00,"17,0","752,6","761,8","1,1",61,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"9,4",4,6,,,,
30.04.2017 11:00,"16,9","752,5","761,8","1,2",61,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,"9,4",No precipitation,1,,,,
30.04.2017 10:00,"17,1","751,9","761,2","1,5",67,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
30.04.2017 09:00,"15,4","751,5","760,8","1,2",82,Wind blowing from the west,4,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
30.04.2017 08:00,"12,0","751,3","760,6","1,1",88,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"10,0",3,1,,,,
30.04.2017 07:00,"13,8","750,4","759,6","0,0",94,Wind blowing from the west-southwest,8,,,,,,,,,,,,,,,"12,8",1,1,,,,
30.04.2017 06:00,"14,1","750,3","759,6","0,2",87,Wind blowing from the south-west,7,,,,,,,"13,6",,,,,,,,"12,0","0,6",12,,,,
30.04.2017 05:00,"15,1","750,2","759,5","0,0",74,Wind blowing from the south-west,6,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
30.04.2017 04:00,"14,9","750,4","759,6","-0,3",70,Wind blowing from the west-southwest,8,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
30.04.2017 03:00,"14,7","750,1","759,4","-0,9",70,Wind blowing from the west-southwest,7,,,,,,,,,,,,,,,"9,2",No precipitation,1,,,,
30.04.2017 02:00,"14,4","750,2","759,5","-0,8",67,Wind blowing from the west-southwest,8,,,,,,,,,,,,,,,"8,4",No precipitation,1,,,,
30.04.2017 01:00,"14,4","750,7","760,0","-0,4",65,Wind blowing from the west-southwest,6,,,,,,,,,,,,,,,"7,9",No precipitation,1,,,,
30.04.2017 00:00,"13,8","751,0","760,3","-0,2",64,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"7,1",No precipitation,6,,,,
29.04.2017 23:00,"14,3","751,0","760,3","0,0",63,Wind blowing from the west-southwest,5,,,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
29.04.2017 22:00,"13,9","751,1","760,4",,62,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
29.04.2017 21:00,"14,1","751,2","760,5","1,0",62,Wind blowing from the west,3,,,,,,,,,,,,,,,"6,9",No precipitation,12,,,,
29.04.2017 20:00,"14,1","751,0","760,3","0,7",57,Wind blowing from the west,4,,,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
29.04.2017 18:00,"15,7","750,2","759,4","0,3",46,Wind blowing from the west,5,,,,,,,,"20,1",,,,,,,"4,1",No precipitation,12,,,,
29.04.2017 17:00,"15,9","750,3","759,5","0,5",49,Wind blowing from the north-west,6,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
29.04.2017 16:00,"17,1","750,1","759,4","0,3",48,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
29.04.2017 15:00,"18,5","749,9","759,1","-0,1",41,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
29.04.2017 14:00,"18,1","749,8","759,0","-0,1",46,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
29.04.2017 13:00,"18,4","749,8","759,0","0,0",49,Wind blowing from the west,4,,,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
29.04.2017 12:00,"18,6","750,0","759,1","0,5",54,Wind blowing from the west-northwest,3,,,,,,,,,,,,,,,"9,0",No precipitation,6,,,,
29.04.2017 11:00,"17,4","749,9","759,1","0,5",61,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
29.04.2017 10:00,"16,3","749,8","759,0","0,5",69,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
29.04.2017 09:00,"15,6","749,5","758,7","0,3",73,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
29.04.2017 08:00,"15,0","749,4","758,6","0,5",75,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
29.04.2017 07:00,"13,8","749,3","758,5","0,5",81,Wind blowing from the north,2,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
29.04.2017 06:00,"11,9","749,2","758,5","0,3",85,Wind blowing from the west-northwest,1,,,,,,,"11,4",,,,,,,,"9,5",No precipitation,12,,,,
29.04.2017 05:00,"12,0","748,9","758,2","0,1",88,"Calm, no wind",0,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
29.04.2017 04:00,"11,7","748,8","758,2","-0,4",88,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
29.04.2017 03:00,"12,4","748,9","758,2","-0,6",86,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
29.04.2017 02:00,"13,3","748,8","758,1","-0,7",84,Wind blowing from the east-northeast,4,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
29.04.2017 01:00,"13,0","749,2","758,5","-0,5",83,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"10,2",No precipitation,1,,,,
29.04.2017 00:00,"14,0","749,5","758,8",,79,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"10,4",No precipitation,6,,,,
28.04.2017 23:00,"14,4","749,5","758,7","0,9",79,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
28.04.2017 22:00,"14,7","749,7","758,9","1,7",75,Wind blowing from the east,2,,,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
28.04.2017 20:00,"17,5","748,6","757,7","0,8",63,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
28.04.2017 19:00,"18,4","748,0","757,1",,56,Wind blowing from the east,3,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
28.04.2017 18:00,"19,8","747,8","756,9","0,0",49,Wind blowing from the east,4,,,,,,,,"22,8",,,,,,,"8,8",No precipitation,12,,,,
28.04.2017 17:00,"20,7","747,8","756,9","-0,2",47,Wind blowing from the east,5,,,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
28.04.2017 15:00,"21,7","747,8","756,8","-0,6",40,Wind blowing from the east-northeast,5,,,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
28.04.2017 14:00,"21,6","748,0","757,0","-0,8",38,Wind blowing from the east-northeast,5,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
28.04.2017 13:00,"21,1","748,2","757,3","-0,7",39,Wind blowing from the east-northeast,5,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
28.04.2017 12:00,"19,7","748,4","757,6","-0,6",40,Wind blowing from the east-northeast,7,,,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","5,5",No precipitation,6,,,,
28.04.2017 11:00,"18,0","748,8","757,9","-0,1",36,Wind blowing from the east-northeast,6,,,,,,,,,,,,,,,"2,7",No precipitation,1,,,,
28.04.2017 10:00,"16,2","748,9","758,1","0,1",36,Wind blowing from the north-east,7,,,,,,,,,,,,,,,"1,0",No precipitation,1,,,,
28.04.2017 09:00,"14,3","749,0","758,2","0,7",36,Wind blowing from the north-east,8,,,20–30%.,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","-0,8",,,,,,
28.04.2017 08:00,"13,3","748,9","758,2","0,8",39,Wind blowing from the north-east,6,,,,,,,,,,,,,,,"-0,6",No precipitation,1,,,,
28.04.2017 07:00,"12,9","748,8","758,1","0,6",39,Wind blowing from the north-east,7,,,,,,,,,,,,,,,"-0,9",No precipitation,1,,,,
28.04.2017 06:00,"12,6","748,3","757,6","0,0",38,Wind blowing from the north-east,6,,,,,,,"12,5",,,,,,,,"-1,5",No precipitation,12,,,,
28.04.2017 05:00,"12,7","748,1","757,4","-0,2",35,Wind blowing from the north-east,6,,,,,,,,,,,,,,,"-2,4",No precipitation,1,,,,
28.04.2017 04:00,"12,9","748,2","757,5","-0,1",33,Wind blowing from the north-east,5,,,,,,,,,,,,,,,"-3,1",No precipitation,1,,,,
28.04.2017 03:00,"13,1","748,3","757,6","0,0",36,Wind blowing from the north-east,4,,,,,,,,,,,,,,,"-1,9",No precipitation,1,,,,
28.04.2017 02:00,"13,5","748,3","757,6","0,0",35,Wind blowing from the north-east,5,,,,,,,,,,,,,,,"-1,6",No precipitation,1,,,,
28.04.2017 01:00,"14,6","748,3","757,5","-0,2",32,Wind blowing from the north-east,5,,,,,,,,,,,,,,,"-2,2",No precipitation,1,,,,
28.04.2017 00:00,"15,3","748,3","757,5","-0,1",32,Wind blowing from the north-east,5,,,,,,,,,,,,,,,"-1,4",No precipitation,6,,,,
27.04.2017 23:00,"15,0","748,3","757,6","0,2",40,Wind blowing from the north-northeast,3,,,,,,,,,,,,,,,"1,3",No precipitation,1,,,,
27.04.2017 22:00,"15,0","748,5","757,7","0,7",45,Wind blowing from the north,3,,,,,,,,,,,,,,,"3,1",No precipitation,1,,,,
27.04.2017 21:00,"15,1","748,4","757,6","0,7",47,Wind blowing from the north,5,,,,,,,,,,,,,,,"3,9",No precipitation,12,,,,
27.04.2017 20:00,"15,2","748,1","757,3","0,4",49,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
